locus_tag,number_of_barcodes,LFC,neg_selection_fdr,pos_selection_fdr,contrast,Name
SL1344_1519,2,0.20269,1.0,6e-06,d2,yncC
SL1344_0836,1,0.24736,1.0,6e-06,d2,SL1344_0836
SL1344_2850,1,0.24762,1.0,6e-06,d2,orgA
SL1344_4468,5,-0.26306,5.3e-05,1.0,d2,SL1344_4468
SL1344_4297,2,0.17591,1.0,6e-06,d2,hflK
SL1344_2433,1,0.25304,1.0,6e-06,d2,eutS
SL1344_0965,2,0.23083,1.0,6e-06,d2,gtgA
SL1344_0336,1,0.25363,1.0,6e-06,d2,SL1344_0336
SL1344_2384,2,0.4184,1.0,6e-06,d2,xapB
SL1344_3143,1,0.2544,1.0,6e-06,d2,SL1344_3143
SL1344_3768,1,0.25485,1.0,6e-06,d2,dsdC
SL1344_0213,2,0.33073,1.0,6e-06,d2,SL1344_0213
SL1344_0192,1,0.25807,1.0,6e-06,d2,fhuA
SL1344_1502,1,0.26058,1.0,6e-06,d2,yddG
SL1344_2954,1,0.26099,1.0,6e-06,d2,fucA
SL1344_3228,1,0.26468,1.0,6e-06,d2,SL1344_3228
SL1344_P2_0078,3,0.18032,1.0,6e-06,d2,traF
SL1344_3934,5,0.68183,5.3e-05,6e-06,d2,SL1344_3934
SL1344_0834,2,0.26375,1.0,6e-06,d2,SL1344_0834
SL1344_0468,1,0.26621,1.0,6e-06,d2,acrB
SL1344_2127,4,0.19057,1.0,6e-06,d2,stcC
SL1344_1315,2,0.38285,1.0,6e-06,d2,orf245
SL1344_2756,1,0.27061,1.0,6e-06,d2,fljB
SL1344_1349,1,0.27611,1.0,6e-06,d2,ssaN
SL1344_P2_0009,2,0.15769,1.0,0.413708,d2,yafA
SL1344_1289,1,0.27733,1.0,6e-06,d2,ydiP
SL1344_1049,1,0.27979,1.0,6e-06,d2,SL1344_1049
SL1344_0999,1,0.28071,1.0,6e-06,d2,ycbW
SL1344_1325,2,0.18876,1.0,6e-06,d2,ssrB
SL1344_1628,2,0.22849,1.0,6e-06,d2,steC
SL1344_1012,1,0.28582,1.0,6e-06,d2,sxy
SL1344_0599,1,0.28751,1.0,6e-06,d2,SL1344_0599
SL1344_2966,3,0.51943,1.0,6e-06,d2,SL1344_2966
SL1344_0648,1,0.29011,1.0,6e-06,d2,hscC
SL1344_1598,2,0.29502,1.0,6e-06,d2,SL1344_1598
SL1344_1563,2,0.32337,1.0,6e-06,d2,SL1344_1563
SL1344_2088,1,0.29232,1.0,6e-06,d2,wcaE
SL1344_1079,1,0.29471,1.0,6e-06,d2,csgD
SL1344_1864,3,0.35951,1.0,6e-06,d2,araH
SL1344_1846,1,0.29526,1.0,6e-06,d2,SL1344_1846
SL1344_0299,2,0.27488,1.0,6e-06,d2,ybeJ
SL1344_1560,2,0.20756,1.0,6e-06,d2,SL1344_1560
SL1344_0838,1,0.29537,1.0,6e-06,d2,yliJ
SL1344_0256,1,0.29705,1.0,6e-06,d2,gloB
SL1344_1316,2,0.15475,1.0,0.413708,d2,orf408
SL1344_1077,1,0.29607,1.0,6e-06,d2,csgF
SL1344_1982,1,0.29542,1.0,6e-06,d2,SL1344_1982
SL1344_2078,3,0.29033,1.0,6e-06,d2,wcaK
SL1344_P2_0089,2,0.23311,1.0,6e-06,d2,pilR
SL1344_3224,1,0.29921,1.0,6e-06,d2,SL1344_3224
SL1344_P2_0049,1,0.30179,1.0,6e-06,d2,nikB
SL1344_1075,1,0.3017,1.0,6e-06,d2,ycdZ
SL1344_0573,1,0.30498,1.0,6e-06,d2,fepA
SL1344_0784,5,0.49143,1.0,6e-06,d2,ybhM
SL1344_2209,2,0.40114,1.0,6e-06,d2,SL1344_2209
SL1344_3724,1,0.30966,1.0,6e-06,d2,fidL
SL1344_2714,1,0.31025,1.0,6e-06,d2,SL1344_2714
SL1344_1639,1,0.3128,1.0,6e-06,d2,pyrF
SL1344_4434,2,0.30749,1.0,6e-06,d2,SL1344_4434
