locus_tag,number_of_barcodes,LFC,neg_selection_fdr,pos_selection_fdr,contrast,Name,ID
SL1344_3500,1,-10.616,7.8e-05,1.0,d3,SL1344_3500,gene-SL1344_3500
SL1344_4027,3,-1.2081,0.913222,1.0,d3,yneB,gene-SL1344_4027
SL1344_2061,2,-2.7943,7.8e-05,1.0,d3,cpsB2,gene-SL1344_2061
SL1344_P1_0032,3,-1.0256,0.913222,1.0,d3,traA,gene-SL1344_P1_0032
SL1344_3562,2,-1.7945,7.8e-05,1.0,d3,gor,gene-SL1344_3562
SL1344_P1_0068,2,-1.1463,0.596542,1.0,d3,spvB,gene-SL1344_P1_0068
SL1344_3020,1,-6.5823,7.8e-05,1.0,d3,xerD,gene-SL1344_3020
SL1344_P1_0008,4,-0.75186,1.0,0.967026,d3,traT,gene-SL1344_P1_0008
SL1344_2395,1,-6.3747,7.8e-05,1.0,d3,ptsI,gene-SL1344_2395
SL1344_4297,2,-0.94069,1.0,0.94367,d3,hflK,gene-SL1344_4297
SL1344_P2_0011,4,-0.67617,1.0,1.0,d3,yagA,gene-SL1344_P2_0011
SL1344_2065,1,-5.9287,7.8e-05,1.0,d3,rfbX,gene-SL1344_2065
SL1344_4017,1,-4.5229,7.8e-05,1.0,d3,SL1344_4017,gene-SL1344_4017
SL1344_2064,1,-4.3027,7.8e-05,1.0,d3,rfbV,gene-SL1344_2064
SL1344_P2_0055,2,-0.82978,1.0,0.94367,d3,exc,gene-SL1344_P2_0055
SL1344_0915,1,-4.0992,7.8e-05,1.0,d3,aroA,gene-SL1344_0915
SL1344_P3_0013,6,-0.23829,1.0,1.6e-05,d3,strB,gene-SL1344_P3_0013
SL1344_P1_0027,2,-0.67562,1.0,0.94367,d3,traP,gene-SL1344_P1_0027
SL1344_2854,1,-4.7168,7.8e-05,1.0,d3,prgH,gene-SL1344_2854
SL1344_P1_0014,2,-1.1975,1.0,0.94367,d3,traF,gene-SL1344_P1_0014
SL1344_P2_0087,5,-0.63603,1.0,1.0,d3,pilT,gene-SL1344_P2_0087
SL1344_4157,1,-3.776,7.8e-05,1.0,d3,pgi,gene-SL1344_4157
SL1344_4407,1,-4.5628,7.8e-05,1.0,d3,pepA,gene-SL1344_4407
SL1344_2072,1,-3.2267,7.8e-05,1.0,d3,rfbA,gene-SL1344_2072
SL1344_4238,1,-3.2426,7.8e-05,1.0,d3,dcuB,gene-SL1344_4238
SL1344_1834,1,-4.374,7.8e-05,1.0,d3,yebC,gene-SL1344_1834
SL1344_2837,1,-3.4785,7.8e-05,1.0,d3,hypD,gene-SL1344_2837
SL1344_P3_0004,1,-3.4391,7.8e-05,1.0,d3,repA,gene-SL1344_P3_0004
SL1344_1712,1,-3.322,7.8e-05,1.0,d3,ychF,gene-SL1344_1712
SL1344_2073,1,-3.3541,7.8e-05,1.0,d3,rfbD,gene-SL1344_2073
SL1344_P3_0014,1,-3.3473,7.8e-05,1.0,d3,aph(3'')-Ib,gene-SL1344_P3_0014
SL1344_3677,1,-4.1056,7.8e-05,1.0,d3,rfaF,gene-SL1344_3677
SL1344_0779,1,-3.0738,7.8e-05,1.0,d3,moaB,gene-SL1344_0779
SL1344_3689,1,-3.0993,7.8e-05,1.0,d3,rfaQ,gene-SL1344_3689
SL1344_P3_0006,1,-3.0862,7.8e-05,1.0,d3,SL1344_P3_0006,gene-SL1344_P3_0006
SL1344_4397,3,-0.74042,1.0,1.0,d3,SL1344_4397,gene-SL1344_4397
SL1344_2070,1,-2.6891,7.8e-05,1.0,d3,rfbI,gene-SL1344_2070
SL1344_P2_0078,3,-0.7137,1.0,1.0,d3,traF,gene-SL1344_P2_0078
SL1344_P2_0095,3,-0.67986,1.0,1.0,d3,pilL,gene-SL1344_P2_0095
SL1344_3678,1,-3.2947,7.8e-05,1.0,d3,rfaC,gene-SL1344_3678
SL1344_4007,1,-2.3296,7.8e-05,1.0,d3,cpxA,gene-SL1344_4007
SL1344_P1_0011,3,-0.65488,1.0,1.0,d3,traH,gene-SL1344_P1_0011
SL1344_3905,1,-1.9133,7.8e-05,1.0,d3,uvrD,gene-SL1344_3905
SL1344_4314,1,-1.759,7.8e-05,1.0,d3,yjfQ,gene-SL1344_4314
SL1344_4389,1,-1.7006,7.8e-05,1.0,d3,yjgF,gene-SL1344_4389
SL1344_3853,1,-1.5366,7.8e-05,1.0,d3,rbsR,gene-SL1344_3853
SL1344_3884,1,-1.4348,7.8e-05,1.0,d3,rffA,gene-SL1344_3884
SL1344_0040,1,-1.4229,7.8e-05,1.0,d3,nhaA,gene-SL1344_0040
SL1344_P1_0020,1,-1.4178,7.8e-05,1.0,d3,traW,gene-SL1344_P1_0020
SL1344_3666,1,-1.3991,7.8e-05,1.0,d3,gpsA,gene-SL1344_3666
SL1344_3766,1,-1.3965,7.8e-05,1.0,d3,emrD,gene-SL1344_3766
SL1344_3682,1,-1.3166,7.8e-05,1.0,d3,rfaY,gene-SL1344_3682
SL1344_3880,1,-1.2846,7.8e-05,1.0,d3,rffD,gene-SL1344_3880
SL1344_0392,1,-1.273,7.8e-05,1.0,d3,phoB,gene-SL1344_0392
SL1344_3499,1,-1.2734,7.8e-05,1.0,d3,SL1344_3499,gene-SL1344_3499
SL1344_3070,1,-1.2351,7.8e-05,1.0,d3,gshB,gene-SL1344_3070
SL1344_4156,1,-1.1339,7.8e-05,1.0,d3,lysC,gene-SL1344_4156
SL1344_2954,1,-1.096,1.0,0.933825,d3,fucA,gene-SL1344_2954
SL1344_P1_0010,1,-1.0413,1.0,0.933825,d3,traG,gene-SL1344_P1_0010
SL1344_2852,1,-1.0337,1.0,0.933825,d3,prgJ,gene-SL1344_2852
SL1344_0866,1,-1.036,1.0,0.933825,d3,artI,gene-SL1344_0866
SL1344_4183,1,-0.99256,1.0,0.760947,d3,alr-b,gene-SL1344_4183
SL1344_P1_0087,1,-0.97845,1.0,0.760947,d3,pefA,gene-SL1344_P1_0087
SL1344_P1_0013,1,-0.96007,1.0,0.760947,d3,traQ,gene-SL1344_P1_0013
SL1344_4394,1,-0.94211,1.0,0.760947,d3,SL1344_4394,gene-SL1344_4394
SL1344_2849,1,-0.93106,1.0,0.760947,d3,orgB,gene-SL1344_2849
SL1344_4240,1,-0.89399,1.0,0.760947,d3,dcuR,gene-SL1344_4240
SL1344_P1_0023,1,-0.88922,1.0,0.760947,d3,SL1344_P1_0023,gene-SL1344_P1_0023
SL1344_P1_0069,1,-0.88674,1.0,0.760947,d3,spvC,gene-SL1344_P1_0069
SL1344_3455,1,-0.87934,1.0,0.760947,d3,comE,gene-SL1344_3455
SL1344_4467,1,-0.84402,1.0,0.760947,d3,SL1344_4467,gene-SL1344_4467
SL1344_P1_0063,1,-0.83941,1.0,0.760947,d3,rlgA2,gene-SL1344_P1_0063
SL1344_2161,1,-0.82661,1.0,0.760947,d3,sanA,gene-SL1344_2161
SL1344_P2_0035,1,-0.7867,1.0,0.760947,d3,ssb,gene-SL1344_P2_0035
SL1344_3647,1,-0.77297,1.0,0.760947,d3,selB,gene-SL1344_3647
SL1344_4300,1,-0.76547,1.0,0.760947,d3,nsrR,gene-SL1344_4300
SL1344_P1_0016,1,-0.7547,1.0,0.760947,d3,traN,gene-SL1344_P1_0016
SL1344_2881,1,-0.73589,1.0,0.760947,d3,SL1344_2881,gene-SL1344_2881
SL1344_0253,1,-0.73046,1.0,0.760947,d3,yafD,gene-SL1344_0253
SL1344_1622,1,-0.71086,1.0,0.760947,d3,sapA,gene-SL1344_1622
SL1344_P1_0031,1,-0.71588,1.0,0.760947,d3,traL,gene-SL1344_P1_0031
SL1344_0309,2,-0.4709,1.0,0.76774,d3,dbh,gene-SL1344_0309
SL1344_P1_0036,3,-0.57979,1.0,1.6e-05,d3,SL1344_P1_0036,gene-SL1344_P1_0036
SL1344_3112,5,-0.32206,1.0,1.6e-05,d3,SL1344_3112,gene-SL1344_3112
SL1344_1567,4,0.36702,1.0,1.6e-05,d3,SL1344_1567,gene-SL1344_1567
SL1344_P1_0024,1,-0.6688,1.0,0.760947,d3,traR,gene-SL1344_P1_0024
SL1344_4200,2,-0.57416,1.0,0.76774,d3,yjcC,gene-SL1344_4200
SL1344_1110,1,-0.65905,1.0,0.760947,d3,flgA,gene-SL1344_1110
SL1344_3874,1,-0.62274,1.0,0.760947,d3,rhlB,gene-SL1344_3874
SL1344_2221,1,-0.61907,1.0,0.760947,d3,SL1344_2221,gene-SL1344_2221
SL1344_2794,1,-0.61441,1.0,0.760947,d3,proV,gene-SL1344_2794
SL1344_3086,1,-0.61211,1.0,0.760947,d3,yggX,gene-SL1344_3086
SL1344_4241,2,-0.73234,1.0,0.94367,d3,dcuS,gene-SL1344_4241
SL1344_1824,1,-0.5983,1.0,0.760947,d3,yebA,gene-SL1344_1824
SL1344_4239,1,-0.58857,1.0,0.760947,d3,SL1344_4239,gene-SL1344_4239
SL1344_2674,1,-0.58313,1.0,0.760947,d3,sopE,gene-SL1344_2674
SL1344_0741,1,-0.58132,1.0,0.760947,d3,SL1344_0741,gene-SL1344_0741
SL1344_P3_0005,1,-0.57785,1.0,0.760947,d3,SL1344_P3_0005,gene-SL1344_P3_0005
SL1344_P1_0009,1,-0.57998,1.0,0.760947,d3,traS,gene-SL1344_P1_0009
SL1344_3768,1,-0.57026,1.0,0.760947,d3,dsdC,gene-SL1344_3768
SL1344_3681,1,-0.5715,1.0,0.760947,d3,rfaZ,gene-SL1344_3681
SL1344_3636,1,-0.55697,1.0,0.760947,d3,yiaM,gene-SL1344_3636
SL1344_3501,1,-0.55414,1.0,0.760947,d3,glgP,gene-SL1344_3501
SL1344_2179,1,-0.53106,1.0,0.760947,d3,yeiH,gene-SL1344_2179
SL1344_0318,2,-0.48116,1.0,0.94367,d3,proA,gene-SL1344_0318
SL1344_P1_0058,1,-0.53387,1.0,0.760947,d3,SL1344_P1_0058,gene-SL1344_P1_0058
SL1344_P1_0094,1,-0.53074,1.0,0.760947,d3,srgA,gene-SL1344_P1_0094
SL1344_0511,1,-0.5256,1.0,0.760947,d3,gip,gene-SL1344_0511
SL1344_P1_0070,2,-0.70577,1.0,0.94367,d3,spvD,gene-SL1344_P1_0070
SL1344_3422,1,-0.51733,1.0,0.760947,d3,slyD,gene-SL1344_3422
SL1344_4216,1,-0.51342,1.0,0.760947,d3,nrfD,gene-SL1344_4216
SL1344_1894,1,-0.50509,1.0,0.760947,d3,yedE,gene-SL1344_1894
SL1344_P1_0066,3,0.0402,1.0,0.924835,d3,spvR,gene-SL1344_P1_0066
SL1344_P2_0096,1,-0.49515,1.0,0.760947,d3,pilK,gene-SL1344_P2_0096
SL1344_3896,1,-0.48963,1.0,0.760947,d3,SL1344_3896,gene-SL1344_3896
SL1344_3724,1,-0.46805,1.0,0.760947,d3,fidL,gene-SL1344_3724
SL1344_3566,1,-0.46108,1.0,0.760947,d3,SL1344_3566,gene-SL1344_3566
SL1344_3215,1,-0.46211,1.0,0.760947,d3,tdcC,gene-SL1344_3215
SL1344_P2_0012,4,-0.52328,1.0,0.967026,d3,cib,gene-SL1344_P2_0012
SL1344_0476,1,-0.44871,1.0,0.760947,d3,apt,gene-SL1344_0476
SL1344_P2_0085,3,-0.4491,1.0,1.0,d3,pilV,gene-SL1344_P2_0085
SL1344_1332,1,-0.44411,1.0,0.760947,d3,sseBa,gene-SL1344_1332
SL1344_P2_0083,1,-0.44387,1.0,0.760947,d3,shfC,gene-SL1344_P2_0083
SL1344_0084,1,-0.41979,1.0,0.760947,d3,SL1344_0084,gene-SL1344_0084
SL1344_3934,5,-0.11944,1.0,1.0,d3,SL1344_3934,gene-SL1344_3934
SL1344_0256,1,-0.41812,1.0,0.760947,d3,gloB,gene-SL1344_0256
SL1344_P1_0007,2,-0.61978,1.0,0.94367,d3,traD,gene-SL1344_P1_0007
SL1344_2715,1,-0.41085,1.0,0.760947,d3,SL1344_2715,gene-SL1344_2715
SL1344_3586,1,-0.41599,1.0,0.760947,d3,yhjR,gene-SL1344_3586
SL1344_4486,1,-0.4074,1.0,0.760947,d3,rimI,gene-SL1344_4486
SL1344_1136,1,-0.40798,1.0,0.760947,d3,yceG,gene-SL1344_1136
SL1344_P1_0033,1,-0.39509,1.0,0.760947,d3,traY,gene-SL1344_P1_0033
SL1344_3654,1,-0.3914,1.0,0.760947,d3,yibL,gene-SL1344_3654
SL1344_1599,1,-0.37228,1.0,0.760947,d3,SL1344_1599,gene-SL1344_1599
SL1344_0573,1,-0.38058,1.0,0.760947,d3,fepA,gene-SL1344_0573
SL1344_2956,1,-0.38098,1.0,0.760947,d3,fucI,gene-SL1344_2956
SL1344_4346,1,-0.37168,1.0,0.760947,d3,SL1344_4346,gene-SL1344_4346
SL1344_4255,1,-0.36221,1.0,0.760947,d3,phoN,gene-SL1344_4255
SL1344_0109,1,-0.3634,1.0,0.760947,d3,yabN,gene-SL1344_0109
SL1344_2220,1,-0.35654,1.0,0.760947,d3,SL1344_2220,gene-SL1344_2220
SL1344_2035,1,-0.34144,1.0,0.760947,d3,yeeX,gene-SL1344_2035
SL1344_P1_0017,2,-0.4922,1.0,0.94367,d3,trbC,gene-SL1344_P1_0017
SL1344_P1_0022,1,-0.3415,1.0,0.760947,d3,traC,gene-SL1344_P1_0022
SL1344_3606,1,-0.33951,1.0,0.760947,d3,lpfA,gene-SL1344_3606
SL1344_1266,1,-0.33746,1.0,0.760947,d3,rfc,gene-SL1344_1266
SL1344_3955,1,-0.33577,1.0,0.760947,d3,typA,gene-SL1344_3955
SL1344_0192,1,-0.33253,1.0,0.760947,d3,fhuA,gene-SL1344_0192
SL1344_3911,1,-0.33248,1.0,0.760947,d3,pldA,gene-SL1344_3911
SL1344_2681,1,-0.31935,1.0,0.760947,d3,SL1344_2681,gene-SL1344_2681
SL1344_3227,4,-0.23324,1.0,1.0,d3,SL1344_3227,gene-SL1344_3227
SL1344_3031,1,-0.32201,1.0,0.760947,d3,gcvT,gene-SL1344_3031
SL1344_3505,1,-0.3273,1.0,0.760947,d3,glgB,gene-SL1344_3505
SL1344_3593,1,-0.31393,1.0,0.760947,d3,dppD,gene-SL1344_3593
SL1344_3029,1,-0.31466,1.0,0.760947,d3,gcvP,gene-SL1344_3029
SL1344_0744,1,-0.30509,1.0,0.760947,d3,dcoA,gene-SL1344_0744
SL1344_P2_0071,1,-0.30047,1.0,0.760947,d3,sogL,gene-SL1344_P2_0071
SL1344_0545,2,-0.32773,1.0,0.94367,d3,fimW,gene-SL1344_0545
SL1344_P2_0088,3,-0.30157,1.0,1.0,d3,pilS,gene-SL1344_P2_0088
SL1344_2137,1,-0.28309,1.0,0.760947,d3,yehU,gene-SL1344_2137
SL1344_2937,1,-0.289,1.0,0.760947,d3,relA,gene-SL1344_2937
SL1344_0247,1,-0.27719,1.0,0.760947,d3,yaeE,gene-SL1344_0247
SL1344_3604,1,-0.27671,1.0,0.760947,d3,lpfC,gene-SL1344_3604
SL1344_1709,2,-0.50767,1.0,0.94367,d3,ychM,gene-SL1344_1709
SL1344_4362,1,-0.073241,1.0,0.760947,d3,iolD,gene-SL1344_4362
SL1344_0739,2,-0.47191,1.0,0.94367,d3,SL1344_0739,gene-SL1344_0739
SL1344_P2_0060,2,-0.52879,1.0,0.94367,d3,traU,gene-SL1344_P2_0060
SL1344_4317,1,-0.26521,1.0,0.760947,d3,sgaB,gene-SL1344_4317
SL1344_P1_0034,3,-0.075278,1.0,0.760947,d3,traJ,gene-SL1344_P1_0034
SL1344_0693,1,-0.25907,1.0,0.760947,d3,ybgJ,gene-SL1344_0693
SL1344_0712,1,-0.24955,1.0,0.760947,d3,gltA,gene-SL1344_0712
SL1344_3630,1,-0.25421,1.0,0.760947,d3,avtA,gene-SL1344_3630
SL1344_2792,1,-0.2509,1.0,0.760947,d3,nrdE,gene-SL1344_2792
SL1344_2146,1,-0.22336,1.0,0.760947,d3,pbpG,gene-SL1344_2146
SL1344_3559,1,-0.23718,1.0,0.760947,d3,prlC,gene-SL1344_3559
SL1344_P2_0102,2,-0.52372,1.0,0.94367,d3,traB,gene-SL1344_P2_0102
SL1344_4184,1,-0.2247,1.0,0.760947,d3,tyrB,gene-SL1344_4184
SL1344_P1_0025,3,-0.44963,1.0,1.6e-05,d3,traV,gene-SL1344_P1_0025
SL1344_3217,1,-0.20664,1.0,0.760947,d3,tdcA,gene-SL1344_3217
SL1344_3637,1,-0.20782,1.0,0.760947,d3,yiaN,gene-SL1344_3637
SL1344_2181,1,-0.20691,1.0,0.760947,d3,fruA,gene-SL1344_2181
SL1344_0034,1,-0.20718,1.0,0.760947,d3,SL1344_0034,gene-SL1344_0034
SL1344_P2_0009,2,-0.35613,1.0,0.94367,d3,yafA,gene-SL1344_P2_0009
SL1344_3695,1,-0.20616,1.0,0.760947,d3,radC,gene-SL1344_3695
SL1344_0704,1,-0.19621,1.0,0.760947,d3,SL1344_0704,gene-SL1344_0704
SL1344_0468,1,-0.19498,1.0,0.760947,d3,acrB,gene-SL1344_0468
SL1344_4515,1,-0.17052,1.0,0.760947,d3,creB,gene-SL1344_4515
SL1344_4402,3,-0.42949,1.0,1.0,d3,ytgA,gene-SL1344_4402
SL1344_3725,1,-0.18861,1.0,0.760947,d3,marT,gene-SL1344_3725
SL1344_2079,1,-0.18159,1.0,0.760947,d3,wzx,gene-SL1344_2079
SL1344_4012,1,-0.1878,1.0,0.760947,d3,sbp,gene-SL1344_4012
SL1344_4194,2,-0.31098,1.0,0.94367,d3,siiB,gene-SL1344_4194
SL1344_3197,1,-0.17141,1.0,0.760947,d3,ygjT,gene-SL1344_3197
SL1344_P2_0092,3,-0.61008,1.0,1.0,d3,pilO,gene-SL1344_P2_0092
SL1344_1176,1,-1.3324,1.0,0.760947,d3,icdA,gene-SL1344_1176
SL1344_3096,1,-0.16973,1.0,0.760947,d3,SL1344_3096,gene-SL1344_3096
SL1344_3174,2,-0.41949,1.0,0.94367,d3,glnE,gene-SL1344_3174
SL1344_3656,1,-0.16817,1.0,0.760947,d3,sadA,gene-SL1344_3656
SL1344_0599,1,-0.16573,1.0,0.760947,d3,SL1344_0599,gene-SL1344_0599
SL1344_0776,1,-0.15623,1.0,0.760947,d3,slrP,gene-SL1344_0776
SL1344_3798,1,-0.16629,1.0,0.760947,d3,yidA,gene-SL1344_3798
SL1344_2384,2,-0.12971,1.0,0.76774,d3,xapB,gene-SL1344_2384
SL1344_3717,1,-0.14854,1.0,0.760947,d3,SL1344_3717,gene-SL1344_3717
SL1344_3958,1,-0.15608,1.0,0.760947,d3,SL1344_3958,gene-SL1344_3958
SL1344_2433,1,-0.14597,1.0,0.760947,d3,eutS,gene-SL1344_2433
SL1344_0838,1,-0.14425,1.0,0.760947,d3,yliJ,gene-SL1344_0838
SL1344_3283,1,-0.13959,1.0,0.760947,d3,yrbD,gene-SL1344_3283
SL1344_3061,3,-0.21663,1.0,0.924835,d3,SL1344_3061,gene-SL1344_3061
SL1344_1565,1,-0.12036,1.0,0.760947,d3,SL1344_1565,gene-SL1344_1565
SL1344_3444,1,-0.134,1.0,0.760947,d3,cysG,gene-SL1344_3444
SL1344_3570,1,-0.13505,1.0,0.760947,d3,SL1344_3570,gene-SL1344_3570
SL1344_3920,1,-0.13406,1.0,0.760947,d3,SL1344_3920,gene-SL1344_3920
SL1344_0419,1,-0.11806,1.0,0.760947,d3,thiI,gene-SL1344_0419
SL1344_P2_0010,3,-0.2784,1.0,1.0,d3,yafB,gene-SL1344_P2_0010
SL1344_0521,1,-0.12457,1.0,0.760947,d3,allD,gene-SL1344_0521
SL1344_3098,1,-0.11831,1.0,0.760947,d3,SL1344_3098,gene-SL1344_3098
SL1344_3363,1,-0.11294,1.0,0.760947,d3,acrE,gene-SL1344_3363
SL1344_2774,1,-0.11209,1.0,0.760947,d3,ygaF,gene-SL1344_2774
SL1344_4434,2,-0.050782,1.0,0.727576,d3,SL1344_4434,gene-SL1344_4434
SL1344_4270,1,-0.11708,1.0,0.760947,d3,yjeK,gene-SL1344_4270
SL1344_4490,1,-0.11251,1.0,0.760947,d3,yjjU,gene-SL1344_4490
SL1344_3726,1,-0.11297,1.0,0.760947,d3,slsA,gene-SL1344_3726
SL1344_P2_0049,1,-0.10421,1.0,0.760947,d3,nikB,gene-SL1344_P2_0049
SL1344_0506,1,-0.072912,1.0,0.760947,d3,ybbB,gene-SL1344_0506
SL1344_3222,1,-0.1022,1.0,0.760947,d3,garL,gene-SL1344_3222
SL1344_3845,1,-0.10475,1.0,0.760947,d3,yieM,gene-SL1344_3845
SL1344_4137,1,-0.10331,1.0,0.760947,d3,SL1344_4137,gene-SL1344_4137
SL1344_4151,2,-0.38242,1.0,0.94367,d3,SL1344_4151,gene-SL1344_4151
SL1344_1621,1,-0.069532,1.0,0.760947,d3,pspF,gene-SL1344_1621
SL1344_4139,1,-0.077796,1.0,0.760947,d3,SL1344_4139,gene-SL1344_4139
SL1344_2440,1,-0.089909,1.0,0.760947,d3,yffH,gene-SL1344_2440
SL1344_3544,2,-0.20953,1.0,0.94367,d3,yhhQ,gene-SL1344_3544
SL1344_3923,1,-0.090357,1.0,0.760947,d3,yigN,gene-SL1344_3923
SL1344_P2_0086,5,-0.53569,1.0,1.0,d3,pilU,gene-SL1344_P2_0086
SL1344_3565,2,0.26949,1.0,1.6e-05,d3,SL1344_3565,gene-SL1344_3565
SL1344_3751,1,-0.088018,1.0,0.760947,d3,SL1344_3751,gene-SL1344_3751
SL1344_3263,1,-0.080484,1.0,0.760947,d3,SL1344_3263,gene-SL1344_3263
SL1344_3626,1,-0.078977,1.0,0.760947,d3,xylA,gene-SL1344_3626
SL1344_2022,2,0.11754,1.0,1.6e-05,d3,pduK,gene-SL1344_2022
SL1344_3427,1,-0.078697,1.0,0.760947,d3,SL1344_3427,gene-SL1344_3427
SL1344_0352,1,-0.07161,1.0,0.760947,d3,mod,gene-SL1344_0352
SL1344_0035,1,-0.070045,1.0,0.760947,d3,SL1344_0035,gene-SL1344_0035
SL1344_2218,2,0.0022545,1.0,0.727576,d3,SL1344_2218,gene-SL1344_2218
SL1344_3987,1,-0.074456,1.0,0.760947,d3,SL1344_3987,gene-SL1344_3987
SL1344_3165,3,-0.2324,1.0,0.760947,d3,assT,gene-SL1344_3165
SL1344_1179,1,-0.064497,1.0,0.760947,d3,envF,gene-SL1344_1179
SL1344_2657,1,-0.063848,1.0,0.760947,d3,smpA,gene-SL1344_2657
SL1344_P2_0077,1,-0.066279,1.0,0.760947,d3,traG,gene-SL1344_P2_0077
SL1344_P2_0052,1,-0.063798,1.0,0.760947,d3,trbA,gene-SL1344_P2_0052
SL1344_0115,4,0.071037,1.0,0.760947,d3,leuO,gene-SL1344_0115
SL1344_2845,1,-0.060335,1.0,0.760947,d3,avrA,gene-SL1344_2845
SL1344_2731,2,0.19982,1.0,1.6e-05,d3,SL1344_2731,gene-SL1344_2731
SL1344_P2_0089,2,-0.26285,1.0,0.94367,d3,pilR,gene-SL1344_P2_0089
SL1344_2078,3,0.40853,1.0,1.6e-05,d3,wcaK,gene-SL1344_2078
SL1344_4131,1,-0.050236,1.0,0.760947,d3,SL1344_4131,gene-SL1344_4131
SL1344_P2_0076,1,-0.041814,1.0,0.760947,d3,traH,gene-SL1344_P2_0076
SL1344_0554,1,-0.048196,1.0,0.760947,d3,ykgB,gene-SL1344_0554
SL1344_0563,1,-0.03715,1.0,0.760947,d3,manY,gene-SL1344_0563
SL1344_3564,2,-0.26624,1.0,0.94367,d3,SL1344_3564,gene-SL1344_3564
SL1344_0021,1,-0.031705,1.0,0.760947,d3,bcfA,gene-SL1344_0021
SL1344_0982,1,-0.035293,1.0,0.760947,d3,SL1344_0982,gene-SL1344_0982
SL1344_4351,1,-0.040466,1.0,0.760947,d3,iolT1,gene-SL1344_4351
SL1344_3214,2,-0.1483,1.0,0.76774,d3,tdcD,gene-SL1344_3214
SL1344_3365,1,-0.039189,1.0,0.760947,d3,yhdV,gene-SL1344_3365
SL1344_0861,1,-0.033989,1.0,0.760947,d3,SL1344_0861,gene-SL1344_0861
SL1344_2765,1,-0.023964,1.0,0.760947,d3,mig-14,gene-SL1344_2765
SL1344_0273,1,-0.032352,1.0,0.760947,d3,SL1344_0273,gene-SL1344_0273
SL1344_3224,1,-0.035854,1.0,0.760947,d3,SL1344_3224,gene-SL1344_3224
SL1344_2119,1,-0.03026,1.0,0.760947,d3,yegT,gene-SL1344_2119
SL1344_4000,3,-0.42913,1.0,0.924835,d3,SL1344_4000,gene-SL1344_4000
SL1344_0952,1,-0.025009,1.0,0.760947,d3,SL1344_0952,gene-SL1344_0952
SL1344_1351,1,-0.020438,1.0,0.760947,d3,ssaP,gene-SL1344_1351
SL1344_2537,1,-0.015514,1.0,0.760947,d3,SL1344_2537,gene-SL1344_2537
SL1344_4198,2,-0.22651,1.0,0.94367,d3,siiF,gene-SL1344_4198
SL1344_3959,2,-0.022376,1.0,0.76774,d3,SL1344_3959,gene-SL1344_3959
SL1344_2880,2,-0.017377,1.0,0.76774,d3,SL1344_2880,gene-SL1344_2880
SL1344_0284,1,-0.015699,1.0,0.760947,d3,vgrS,gene-SL1344_0284
SL1344_0939,1,-0.011682,1.0,0.760947,d3,dpaL,gene-SL1344_0939
SL1344_4290,1,-0.016114,1.0,0.760947,d3,yjeF,gene-SL1344_4290
SL1344_P2_0090,2,-0.1934,1.0,0.94367,d3,pilQ,gene-SL1344_P2_0090
SL1344_2969,1,-0.0031405,1.0,0.760947,d3,amiC,gene-SL1344_2969
SL1344_3056,1,-0.0070262,1.0,0.760947,d3,SL1344_3056,gene-SL1344_3056
SL1344_4199,1,-0.0074762,1.0,0.760947,d3,yjcB,gene-SL1344_4199
SL1344_2425,2,-0.20606,1.0,0.94367,d3,eutJ,gene-SL1344_2425
SL1344_0335,1,0.0031608,1.0,0.727576,d3,stbA,gene-SL1344_0335
SL1344_4079,1,0.0052659,1.0,0.727576,d3,btuB,gene-SL1344_4079
SL1344_2628,2,-0.13026,1.0,0.76774,d3,aroF,gene-SL1344_2628
SL1344_3702,1,0.0064502,1.0,0.727576,d3,SL1344_3702,gene-SL1344_3702
SL1344_4196,3,-0.010133,1.0,0.924835,d3,siiD,gene-SL1344_4196
SL1344_0265,1,0.0094526,1.0,0.727576,d3,sciF,gene-SL1344_0265
SL1344_0685,1,0.013314,1.0,0.727576,d3,kdpD,gene-SL1344_0685
SL1344_3607,3,0.091582,1.0,0.924835,d3,yhjY,gene-SL1344_3607
SL1344_P2_0056,6,-0.074345,1.0,1.6e-05,d3,traY,gene-SL1344_P2_0056
SL1344_3229,1,0.013475,1.0,0.727576,d3,SL1344_3229,gene-SL1344_3229
SL1344_4502,1,0.01399,1.0,0.727576,d3,SL1344_4502,gene-SL1344_4502
SL1344_3043,1,0.014374,1.0,0.727576,d3,yggB,gene-SL1344_3043
SL1344_4282,1,0.015045,1.0,0.727576,d3,yjeM,gene-SL1344_4282
SL1344_2762,1,0.016221,1.0,0.727576,d3,iroN,gene-SL1344_2762
SL1344_2441,1,0.01719,1.0,0.727576,d3,SL1344_2441,gene-SL1344_2441
SL1344_4356,1,0.017506,1.0,0.727576,d3,iolE,gene-SL1344_4356
SL1344_0270,1,0.020237,1.0,0.727576,d3,sciJ,gene-SL1344_0270
SL1344_2714,1,0.021331,1.0,0.727576,d3,SL1344_2714,gene-SL1344_2714
SL1344_1346,2,0.080653,1.0,1.6e-05,d3,ssaL,gene-SL1344_1346
SL1344_4468,5,-0.41228,1.0,1.0,d3,SL1344_4468,gene-SL1344_4468
SL1344_P2_0081,1,0.022252,1.0,0.727576,d3,shfB,gene-SL1344_P2_0081
SL1344_3476,1,0.022886,1.0,0.727576,d3,bioH,gene-SL1344_3476
SL1344_3699,1,0.024406,1.0,0.727576,d3,pyrE,gene-SL1344_3699
