Name,number_of_barcodes,LFC,neg_selection_fdr,pos_selection_fdr,contrast
FQ312003.1:2421918,1,-0.033119,0.833205,0.798718,d3
envF,1,-0.15919,0.833205,0.798718,d3
fepA,1,-0.23433,0.833205,0.798718,d3
SL1344_1599,1,-0.73223,0.833205,0.798718,d3
SL1344_2441,1,-0.040501999999999996,0.833205,0.798718,d3
FQ312003.1:2041787,1,-0.2045,0.833205,0.798718,d3
SL1344_3061,2,-0.13055,0.944458,0.909694,d3
ccmF2,1,-0.79377,0.833205,0.798718,d3
FQ312003.1:2576904,1,-0.15398,0.833205,0.798718,d3
ssaP,1,-0.1517,0.833205,0.798718,d3
FQ312003.1:4635540,1,-0.1386,0.833205,0.798718,d3
SL1344_0952,1,-0.069707,0.833205,0.798718,d3
tyrB,1,-0.090599,0.833205,0.798718,d3
wcaE,1,-0.018907,0.833205,0.798718,d3
yfaV,1,-0.017837000000000002,0.833205,0.798718,d3
FQ312003.1:1136303,1,-0.12988,0.833205,0.798718,d3
FQ312003.1:436972,1,-0.02973,0.833205,0.798718,d3
SL1344_3106,1,-0.063547,0.833205,0.798718,d3
SL1344_2221,1,-0.18342,0.833205,0.798718,d3
SL1344_2714,1,-0.17084000000000002,0.833205,0.798718,d3
FQ312003.1:1284161,1,-0.05160599999999999,0.833205,0.798718,d3
FQ312003.1:2632276,1,-0.50516,0.833205,0.798718,d3
FQ312003.1:3737830,1,-0.023035,0.833205,0.798718,d3
metF,2,0.073553,0.944458,0.851725,d3
FQ312003.1:3312771,1,-0.036442,0.833205,0.798718,d3
SL1344_3143,1,-0.031159,0.833205,0.798718,d3
FQ312003.1:3322841,1,-0.02825,0.833205,0.798718,d3
yegT,1,-0.0093315,0.833205,0.798718,d3
FQ312003.1:2884859,1,-0.11563,0.833205,0.798718,d3
FQ312003.1:4222770,1,-0.019247,0.833205,0.798718,d3
fucP,2,0.097371,0.944458,2.3e-05,d3
prgJ,1,-0.66066,0.833205,0.798718,d3
assT,3,-0.21636999999999998,0.9763299999999999,0.909694,d3
SL1344_1344,1,-0.01179,0.833205,0.798718,d3
SL1344_0014,2,-0.049048,0.944458,0.909694,d3
FQ312003.1:945329,1,-0.011184999999999999,0.833205,0.798718,d3
finP,2,-0.25001,0.944458,0.909694,d3
traC,2,0.031170999999999997,0.944458,0.798718,d3
gloB,1,-0.2836,0.833205,0.798718,d3
SL1344_2772,1,-0.008732700000000001,0.833205,0.798718,d3
ynaI,1,-0.029829,0.833205,0.798718,d3
FQ312003.1:2454339,1,-0.066535,0.833205,0.798718,d3
slrP,1,-0.19564,0.833205,0.798718,d3
traE,4,0.005675199999999999,1.0,1.0,d3
eutS,1,-0.043462,0.833205,0.798718,d3
FQ312003.1:808268,1,-0.13873,0.833205,0.798718,d3
allP,2,-0.14096,0.944458,0.909694,d3
gltA,1,-0.17215,0.833205,0.798718,d3
manY,1,-0.12621,0.833205,0.798718,d3
sipD,2,0.076007,0.944458,0.851725,d3
FQ312003.1:2902947,1,-0.28471,0.833205,0.798718,d3
FQ312003.1:68415,1,-0.078851,0.833205,0.798718,d3
SL1344_4418,2,-0.10247,0.944458,0.909694,d3
SL1344_2496,1,-0.0040226,0.833205,0.798718,d3
SL1344_1778,1,-0.14353,0.833205,0.798718,d3
wzx,1,-0.11799000000000001,0.833205,0.798718,d3
aroG,1,-0.088523,0.833205,0.798718,d3
SL1344_2710,1,-0.03344,0.833205,0.798718,d3
yiaL,3,0.035769,0.9763299999999999,2.3e-05,d3
sapA,1,-0.8238700000000001,0.833205,0.798718,d3
FQ312003.1:3439047,1,-0.14451,0.833205,0.798718,d3
SL1344_1794,1,-0.022042,0.833205,0.798718,d3
stjC,3,-0.089911,0.9763299999999999,2.3e-05,d3
pyrE,1,-0.11252999999999999,0.833205,0.798718,d3
SL1344_4000,3,-0.21270999999999998,0.9763299999999999,1.0,d3
ygiK,1,-0.038028,0.833205,0.798718,d3
SL1344_2880,2,-0.1893,0.944458,0.909694,d3
bcfA,1,-0.22253,0.833205,0.798718,d3
FQ312003.1:1680498,1,-0.11402999999999999,0.833205,0.798718,d3
FQ312003.1:3213366,1,-0.8337,0.833205,0.798718,d3
STnc710,2,-0.10106,0.944458,0.909694,d3
SL1344_2681,1,-0.2966,0.833205,0.798718,d3
ymgE,1,-0.017231,0.833205,0.798718,d3
FQ312003.1:898472,1,-0.17622000000000002,0.833205,0.798718,d3
FQ312003.1:339332,1,-0.38709,0.833205,0.798718,d3
sciJ,1,-0.016998,0.833205,0.798718,d3
ssaI,1,-0.018548,0.833205,0.798718,d3
invA,6,-0.021006,0.98603,0.877799,d3
FQ312003.1:2230718,1,-0.056718,0.833205,0.798718,d3
gtrBb,2,0.050214,0.9763299999999999,0.909694,d3
FQ312003.1:329489,1,-0.016041,0.833205,0.798718,d3
SL1344_1565,1,-0.050574,0.833205,0.798718,d3
FQ312003.1:1174483,1,-0.19066,0.833205,0.798718,d3
HE654724.1:52344,1,-0.24450999999999998,0.833205,0.798718,d3
pbpG,1,-0.42708999999999997,0.833205,0.798718,d3
SL1344_1960,1,-0.016843,0.833205,0.798718,d3
SL1344_0084,1,-0.22446999999999998,0.833205,0.798718,d3
ybbB,1,-0.0013088,0.833205,0.798718,d3
FQ312003.1:135786,1,-0.006982600000000001,0.833205,0.798718,d3
SL1344_4249,1,0.0017320999999999999,0.833205,0.798718,d3
wcaM,3,0.0060659,0.9763299999999999,0.909694,d3
SL1344_2537,1,0.0020832,0.833205,0.798718,d3
traS,1,0.009030700000000001,0.833205,0.798718,d3
FQ312003.1:784149,1,0.010416,0.833205,0.798718,d3
FQ312003.1:3650598,1,0.018141,0.833205,0.798718,d3
FQ312003.1:4310501,1,0.021655,0.833205,0.798718,d3
FQ312003.1:3848682,1,0.022132,0.833205,0.798718,d3
FQ312003.1:2364357,1,0.020163,0.833205,0.798718,d3
bigA,2,0.033648000000000004,0.9763299999999999,0.851725,d3
FQ312003.1:2268354,1,0.019275999999999998,0.833205,0.798718,d3
SL1344_4155,1,0.023615,0.833205,0.798718,d3
FQ312003.1:4875481,1,0.02791,0.833205,0.798718,d3
SL1344_3570,1,0.028926999999999998,0.833205,0.798718,d3
FQ312003.1:1676146,1,0.023475,0.833205,0.798718,d3
yjjQ,1,0.031823000000000004,0.833205,0.798718,d3
FQ312003.1:807811,1,0.021747,0.833205,0.798718,d3
FQ312003.1:4734872,1,0.016866,0.833205,0.798718,d3
ykgB,1,0.030606,0.833205,0.798718,d3
invJ,2,-0.013863,0.9763299999999999,0.909694,d3
bapA,1,0.030701,0.833205,0.798718,d3
FQ312003.1:4523325,1,0.033466,0.833205,0.798718,d3
SL1344_4453,1,0.032581,0.833205,0.798718,d3
sciS,1,0.035283999999999996,0.833205,0.798718,d3
SL1344_0033,3,0.039466,0.9763299999999999,0.909694,d3
bioH,1,0.043219,0.833205,0.798718,d3
FQ312003.1:3071039,1,0.047089,0.833205,0.798718,d3
yeiA,1,0.038002999999999995,0.833205,0.798718,d3
FQ312003.1:4459249,1,0.050883,0.833205,0.798718,d3
SL1344_2727,2,0.035091000000000004,0.9763299999999999,0.851725,d3
FQ312003.1:3458387,1,0.055048,0.833205,0.798718,d3
kdgT,1,0.041637,0.833205,0.798718,d3
FQ312003.1:1600779,1,0.030223000000000003,0.833205,0.798718,d3
SL1344_2742,1,0.044797000000000003,0.833205,0.798718,d3
FQ312003.1:4617196,1,0.049805,0.833205,0.798718,d3
FQ312003.1:2619618,1,0.040823000000000005,0.833205,0.798718,d3
SL1344_4135,1,0.050344,0.833205,0.798718,d3
FQ312003.1:3438963,1,0.056054,0.833205,0.798718,d3
SL1344_2327,2,0.007390000000000001,0.9763299999999999,0.798718,d3
SL1344_2691,1,0.05366,0.833205,0.798718,d3
fljB,1,0.050885,0.833205,0.798718,d3
FQ312003.1:3739701,1,0.067419,0.833205,0.798718,d3
ycdZ,1,0.053473,0.833205,0.798718,d3
FQ312003.1:3923993,1,0.063811,0.833205,0.798718,d3
sciH,1,0.055853999999999994,0.833205,0.798718,d3
FQ312003.1:3844914,1,0.066236,0.833205,0.798718,d3
SL1344_4345,1,0.060270000000000004,0.833205,0.798718,d3
SL1344_2311,1,0.053824000000000004,0.833205,0.798718,d3
SL1344_2731,2,0.017467,0.9763299999999999,2.3e-05,d3
nanA,1,0.067897,0.833205,0.798718,d3
ybdG,2,-0.0037512,0.9763299999999999,0.798718,d3
FQ312003.1:4445676,1,0.062836,0.833205,0.798718,d3
siiA,2,0.087017,0.9763299999999999,2.3e-05,d3
FQ312003.1:3259222,1,0.049807,0.833205,0.798718,d3
SL1344_0834,2,-0.028042,0.9763299999999999,0.851725,d3
garRa,1,0.072176,0.833205,0.798718,d3
rtn,1,0.053839,0.833205,0.798718,d3
FQ312003.1:2950864,1,0.082312,0.833205,0.798718,d3
FQ312003.1:2073102,1,0.066342,0.833205,0.798718,d3
kdpD,1,0.07389,0.833205,0.798718,d3
rhtB,1,0.09165,0.833205,0.798718,d3
FQ312003.1:924937,1,0.075549,0.833205,0.798718,d3
ygaE,1,0.074191,0.833205,0.798718,d3
FQ312003.1:4778822,1,0.087917,0.833205,0.798718,d3
FQ312003.1:1867789,1,0.052421,0.833205,0.798718,d3
yieM,1,0.0886,0.833205,0.798718,d3
FQ312003.1:2838182,1,0.078058,0.833205,0.798718,d3
SL1344_1930,1,0.061582000000000005,0.833205,0.798718,d3
SL1344_4242,4,0.055433,1.0,2.3e-05,d3
ssaL,2,0.10513,0.9763299999999999,2.3e-05,d3
yiaE,1,0.10633,0.833205,0.798718,d3
SL1344_4149,1,0.10169,0.833205,0.798718,d3
SL1344_4433,1,0.098098,0.833205,0.798718,d3
nrfE,1,0.1102,0.833205,0.798718,d3
SL1344_3747,2,0.036691,0.9763299999999999,0.909694,d3
FQ312003.1:3424054,1,0.097005,0.833205,0.798718,d3
SL1344_3250,1,0.097749,0.833205,0.798718,d3
SL1344_4502,1,0.091079,0.833205,0.798718,d3
SL1344_0058,1,0.079803,0.833205,0.798718,d3
yiiG,3,0.018094,0.9763299999999999,2.3e-05,d3
ytfE,1,0.10735,0.833205,0.798718,d3
rnfD,1,0.083924,0.833205,0.798718,d3
SL1344_3057,2,0.099949,0.9763299999999999,2.3e-05,d3
FQ312003.1:4675176,1,0.10021000000000001,0.833205,0.798718,d3
ybeF,1,0.085375,0.833205,0.798718,d3
cobD,1,0.083399,0.833205,0.798718,d3
FQ312003.1:1920728,1,0.086511,0.833205,0.798718,d3
nixA,1,0.090502,0.833205,0.798718,d3
FQ312003.1:3980377,1,0.10712999999999999,0.833205,0.798718,d3
ydjM,1,0.074763,0.833205,0.798718,d3
sopA,4,0.0013004000000000002,1.0,2.3e-05,d3
iolG2,1,0.08126799999999999,0.833205,0.798718,d3
SL1344_1846,1,0.082959,0.833205,0.798718,d3
FQ312003.1:2930220,1,0.11,0.833205,0.798718,d3
FQ312003.1:906453,1,0.093957,0.833205,0.798718,d3
FQ312003.1:4703820,1,0.11049,0.833205,0.798718,d3
SL1344_3126,1,0.097052,0.833205,0.798718,d3
idnK,1,0.10067000000000001,0.833205,0.798718,d3
pspB,1,0.11682999999999999,0.833205,0.798718,d3
SL1344_3010,1,0.11388,0.833205,0.798718,d3
FQ312003.1:3849633,1,0.13153,0.833205,0.798718,d3
yhjS,4,-0.042706,1.0,2.3e-05,d3
FQ312003.1:2282679,1,0.080412,0.833205,0.798718,d3
FQ312003.1:1716385,1,0.1004,0.833205,0.798718,d3
FQ312003.1:3181262,1,0.11865999999999999,0.833205,0.798718,d3
SL1344_0341,2,0.066791,0.9763299999999999,0.798718,d3
yddG,1,0.09491799999999999,0.833205,0.798718,d3
citT,1,0.11662,0.833205,0.798718,d3
pgtB,2,-0.01069,0.9763299999999999,0.798718,d3
SL1344_4139,1,0.11862,0.833205,0.798718,d3
FQ312003.1:4467998,1,0.1287,0.833205,0.798718,d3
SL1344_0015,1,0.15192999999999998,0.833205,0.798718,d3
FQ312003.1:927790,1,0.10264000000000001,0.833205,0.798718,d3
sxy,1,0.09890800000000001,0.833205,0.798718,d3
ssaN,1,0.098514,0.833205,0.798718,d3
sipA,4,0.08502699999999999,1.0,2.3e-05,d3
metQ,1,0.10059,0.833205,0.798718,d3
nepI,1,0.1387,0.833205,0.798718,d3
aroP,1,0.13946,0.833205,0.798718,d3
ycfH,1,0.084652,0.833205,0.798718,d3
lctP,1,0.12195999999999999,0.833205,0.798718,d3
leuO,4,-0.018333000000000002,1.0,2.3e-05,d3
fadB,3,0.030068,1.0,0.909694,d3
FQ312003.1:2935141,2,-0.3781,0.9763299999999999,0.909694,d3
mnmC,1,0.1089,0.833205,0.798718,d3
kduD,1,0.13554000000000002,0.833205,0.798718,d3
SL1344_1929,4,0.17973,1.0,2.3e-05,d3
pyrI,1,0.13877,0.833205,0.798718,d3
sseA,1,0.11537,0.833205,0.798718,d3
SL1344_3116,1,0.13134,0.833205,0.798718,d3
SL1344_2551,2,-0.16474,0.9763299999999999,0.909694,d3
srfC,1,0.1326,0.833205,0.798718,d3
FQ312003.1:2393467,1,0.13685999999999998,0.833205,0.798718,d3
FQ312003.1:3374993,1,0.17848,0.833205,0.798718,d3
yicE,1,0.17663,0.833205,0.798718,d3
yjeF,1,0.15434,0.833205,0.798718,d3
SL1344_3000,2,0.0071416,0.9763299999999999,0.909694,d3
pspF,1,0.068981,0.833205,0.798718,d3
tdcB,1,0.14714000000000002,0.833205,0.798718,d3
gtrAb,4,-0.040289,1.0,1.0,d3
SL1344_1265,1,0.13516,0.833205,0.798718,d3
yegO,1,0.14338,0.833205,0.798718,d3
xylB,1,0.16852,0.833205,0.798718,d3
FQ312003.1:783938,1,0.1407,0.833205,0.798718,d3
ybeJ,2,-0.058963999999999996,0.9763299999999999,0.909694,d3
gnd,1,0.1484,0.833205,0.798718,d3
avrA,1,0.16698,0.833205,0.798718,d3
yohL,1,0.15714,0.833205,0.798718,d3
gtgA,2,0.11500999999999999,0.9763299999999999,0.851725,d3
nikB,1,0.15250999999999998,0.833205,0.798718,d3
stbC,1,0.17807,0.833205,0.798718,d3
FQ312003.1:1133687,2,0.17429,0.9763299999999999,2.3e-05,d3
SL1344_4046,1,0.22679000000000002,0.833205,0.798718,d3
FQ312003.1:350147,2,0.10411,0.9763299999999999,0.798718,d3
FQ312003.1:1365005,1,0.14904,0.833205,0.798718,d3
FQ312003.1:1841339,1,0.17027,0.833205,0.798718,d3
ybdO,1,0.1723,0.833205,0.798718,d3
SL1344_3565,2,0.064716,0.9763299999999999,2.3e-05,d3
FQ312003.1:3118001,1,0.16072999999999998,0.833205,0.798718,d3
yhhS,2,0.034185,0.9763299999999999,0.909694,d3
thiI,1,0.13617,0.833205,0.798718,d3
FQ312003.1:350107,1,0.19172999999999998,0.833205,0.798718,d3
ssrB,2,-0.084881,0.9763299999999999,0.909694,d3
wcaK,3,0.053471000000000005,1.0,2.3e-05,d3
SL1344_0708,1,0.14572000000000002,0.833205,0.798718,d3
SL1344_4148,1,0.20651,0.833205,0.798718,d3
FQ312003.1:2250354,1,0.14451,0.833205,0.798718,d3
FQ312003.1:116392,1,0.19075,0.833205,0.798718,d3
FQ312003.1:1131846,1,0.20042000000000001,0.9629639999999999,0.798718,d3
hypA,1,0.16029000000000002,0.9629639999999999,0.798718,d3
SL1344_0705,1,0.16667,0.9629639999999999,0.798718,d3
FQ312003.1:783269,2,-0.21861999999999998,0.9763299999999999,0.909694,d3
dgt,1,0.17783,0.9629639999999999,0.798718,d3
pphB,2,-0.037324,0.9763299999999999,0.798718,d3
SL1344_1560,2,0.0032356999999999998,0.9763299999999999,0.909694,d3
iolE,1,0.20563,0.9629639999999999,0.798718,d3
SL1344_1588,1,0.1761,0.9629639999999999,0.798718,d3
SL1344_0286A,1,0.17836,0.9629639999999999,0.798718,d3
SL1344_0213,2,0.071244,0.9763299999999999,0.798718,d3
SL1344_2214,1,0.15816,0.9629639999999999,0.798718,d3
SL1344_2250,1,0.17970999999999998,0.9629639999999999,0.798718,d3
SL1344_0862,1,0.19029000000000001,0.9629639999999999,0.798718,d3
SL1344_0836,1,0.16563,0.9629639999999999,0.798718,d3
kdpA,1,0.17679,0.9629639999999999,0.798718,d3
sseL,1,0.159,0.9629639999999999,0.798718,d3
FQ312003.1:696501,1,0.19497,0.9629639999999999,0.798718,d3
stcA,1,0.21229,0.9629639999999999,0.798718,d3
pduK,2,0.50392,0.9763299999999999,2.3e-05,d3
FQ312003.1:3123435,1,0.18466,0.9629639999999999,0.798718,d3
yncC,2,0.12080999999999999,0.9763299999999999,0.798718,d3
glpQ,1,0.15775999999999998,0.9629639999999999,0.798718,d3
lctR,1,0.20426,0.9629639999999999,0.798718,d3
yaiV,1,0.17844000000000002,0.9629639999999999,0.798718,d3
FQ312003.1:1716391,1,0.15505,0.9629639999999999,0.798718,d3
FQ312003.1:4635524,1,0.23569,0.9629639999999999,0.798718,d3
ccmA2,1,0.14069,0.9629639999999999,0.798718,d3
SL1344_2115,1,0.18100000000000002,0.9629639999999999,0.798718,d3
wcaF,3,0.097777,1.0,2.3e-05,d3
FQ312003.1:4396351,1,0.18862,0.9629639999999999,0.798718,d3
FQ312003.1:603197,1,0.20618000000000003,0.9629639999999999,0.798718,d3
FQ312003.1:2230282,1,0.22668000000000002,0.9629639999999999,0.798718,d3
nagE,2,0.37276,0.9763299999999999,2.3e-05,d3
SL1344_3759,1,0.22828,0.9629639999999999,0.798718,d3
ycbW,1,0.18528,0.9629639999999999,0.798718,d3
SL1344_2312,1,0.20698000000000003,0.9629639999999999,0.798718,d3
caiF,1,0.20160999999999998,0.9629639999999999,0.798718,d3
ssaG,2,0.36828,0.9763299999999999,2.3e-05,d3
SL1344_3897,2,0.24770999999999999,0.9763299999999999,2.3e-05,d3
SL1344_2675,1,0.20701999999999998,0.9629639999999999,0.798718,d3
exoX,1,0.19709000000000002,0.9629639999999999,0.798718,d3
bcsA,1,0.26392,0.9629639999999999,0.798718,d3
SL1344_2547,1,0.2232,0.9629639999999999,0.798718,d3
eutJ,2,-0.011241,0.9763299999999999,0.909694,d3
hsdS,1,0.24286,0.9629639999999999,0.798718,d3
tehB,1,0.18703,0.9629639999999999,0.798718,d3
FQ312003.1:1703437,1,0.16072999999999998,0.9629639999999999,0.798718,d3
SL1344_2570,1,0.18392999999999998,0.9629639999999999,0.798718,d3
yfiN,1,0.2173,0.9629639999999999,0.798718,d3
FQ312003.1:1398926,2,0.20418,0.9763299999999999,2.3e-05,d3
FQ312003.1:2729620,1,0.19814,0.9629639999999999,0.798718,d3
yihR,1,0.24173000000000003,0.9629639999999999,0.798718,d3
SL1344_2218,2,-0.064751,0.9763299999999999,0.909694,d3
FQ312003.1:1990061,1,0.22901,0.9629639999999999,0.798718,d3
fimH,1,0.20442000000000002,0.9629639999999999,0.798718,d3
FQ312003.1:4119762,1,0.18959,0.9629639999999999,0.798718,d3
SL1344_4132,1,0.27402,0.9629639999999999,0.798718,d3
FQ312003.1:3974746,1,0.27646,0.9629639999999999,0.798718,d3
iolH,1,0.30004000000000003,0.9629639999999999,0.798718,d3
ynhG,1,0.21749000000000002,0.9629639999999999,0.798718,d3
ssrA,2,-0.098289,0.9763299999999999,0.909694,d3
pgtE,2,-0.0053866999999999995,0.9763299999999999,0.909694,d3
SL1344_1472,1,0.20849,0.9629639999999999,0.798718,d3
invC,1,0.26386,0.9629639999999999,0.798718,d3
yidZ,1,0.26072,0.9629639999999999,0.798718,d3
SL1344_1067,1,0.21808000000000002,0.9629639999999999,0.798718,d3
ydiP,1,0.22734000000000001,0.9629639999999999,0.798718,d3
SL1344_2576,1,0.2737,0.9629639999999999,0.798718,d3
glnE,2,-0.26876,0.9763299999999999,0.909694,d3
ybhM,5,0.40958,1.0,2.3e-05,d3
SL1344_0649,1,0.26657,0.9629639999999999,0.798718,d3
FQ312003.1:2894118,1,0.2275,0.9629639999999999,0.798718,d3
dbh,2,-0.21076999999999999,0.9763299999999999,0.909694,d3
FQ312003.1:1550882,1,0.18295999999999998,0.9629639999999999,0.798718,d3
csgD,1,0.20895999999999998,0.9629639999999999,0.798718,d3
SL1344_4425,1,0.25066,0.9629639999999999,0.798718,d3
SL1344_3635,2,0.10620999999999998,0.9763299999999999,0.909694,d3
SL1344_1203,1,0.23224,0.9629639999999999,0.798718,d3
SL1344_0703,1,0.25232,0.9629639999999999,0.798718,d3
sipB,1,0.30828,0.9629639999999999,0.798718,d3
ompL,6,0.10995999999999999,1.0,0.877799,d3
psiF,2,0.12046,0.9763299999999999,0.851725,d3
csgA,1,0.20039,0.9629639999999999,0.798718,d3
SL1344_4097,2,0.13,0.9763299999999999,0.851725,d3
SL1344_0029,2,0.038195,0.9763299999999999,0.909694,d3
FQ312003.1:3321064,2,0.13896,0.9763299999999999,0.798718,d3
yiaB,1,0.24961999999999998,0.9629639999999999,0.798718,d3
FQ312003.1:33051,1,0.27701,0.9629639999999999,0.798718,d3
SL1344_2383,1,0.26152,0.9629639999999999,0.798718,d3
SL1344_1477,1,0.25072,0.9629639999999999,0.798718,d3
cfa,1,0.23874,0.9629639999999999,0.798718,d3
amiC,1,0.21634,0.9629639999999999,0.798718,d3
citA2,2,0.075879,0.9763299999999999,0.909694,d3
SL1344_0490,2,0.18717,0.9763299999999999,2.3e-05,d3
mglC,1,0.2245,1.0,0.689958,d3
STM3026,1,0.31836,1.0,0.689958,d3
SL1344_0706,2,0.12899000000000002,0.9763299999999999,0.851725,d3
ydiO,2,0.37444,0.9763299999999999,2.3e-05,d3
entF,1,0.24067,1.0,0.689958,d3
ygaU,1,0.30430999999999997,1.0,0.689958,d3
orf408,2,0.12340999999999999,0.9763299999999999,2.3e-05,d3
SL1344_2701,1,0.32938,1.0,0.689958,d3
FQ312003.1:436305,1,0.35356,1.0,0.689958,d3
FQ312003.1:2377218,1,0.27912,1.0,0.689958,d3
FQ312003.1:389603,1,0.31146,1.0,0.689958,d3
FQ312003.1:4263687,2,0.10502,0.9763299999999999,0.851725,d3
SL1344_2242,5,0.099066,1.0,2.3e-05,d3
yjjI,1,0.37104000000000004,1.0,0.689958,d3
speD,1,0.27575,1.0,0.689958,d3
FQ312003.1:1290406,1,0.29999000000000003,1.0,0.689958,d3
FQ312003.1:2930165,1,0.32213,1.0,0.689958,d3
oafA,1,0.24089000000000002,1.0,0.689958,d3
SL1344_1982,1,0.31579,1.0,0.689958,d3
sdaC,1,0.28023000000000003,1.0,0.689958,d3
thiM,1,0.25276,1.0,0.689958,d3
kdpB,1,0.25425,1.0,0.689958,d3
FQ312003.1:1949749,1,0.34102,1.0,0.689958,d3
steC,2,0.12405,0.9763299999999999,0.851725,d3
udg,1,0.30218,1.0,0.689958,d3
SL1344_0988,1,0.31463,1.0,0.689958,d3
SL1344_2745,2,0.19029000000000001,0.9763299999999999,0.851725,d3
FQ312003.1:1285897,1,0.28126999999999996,1.0,0.689958,d3
SL1344_1970,1,0.33752,1.0,0.689958,d3
SL1344_1598,2,0.13521,0.9763299999999999,0.851725,d3
SL1344_0160,2,0.069636,0.9763299999999999,0.909694,d3
SL1344_0036,1,0.3485,1.0,0.689958,d3
spaO,1,0.26535,1.0,0.689958,d3
SL1344_1602,1,0.35009,1.0,0.689958,d3
SL1344_1896,2,0.3795,0.9763299999999999,2.3e-05,d3
FQ312003.1:341125,1,0.29861,1.0,0.689958,d3
STM2208,1,0.30463,1.0,0.689958,d3
SL1344_0833,3,0.086546,1.0,2.3e-05,d3
stcB,1,0.20215999999999998,1.0,0.689958,d3
SL1344_2174,1,0.35935,1.0,0.689958,d3
FQ312003.1:408008,1,0.3378,1.0,0.689958,d3
SL1344_0640,3,0.075568,1.0,1.0,d3
trbC,2,0.084939,0.9763299999999999,0.909694,d3
SL1344_1795,1,0.28675,1.0,0.689958,d3
fimW,2,0.16467,0.9763299999999999,0.851725,d3
FQ312003.1:1992282,1,0.2531,1.0,0.689958,d3
sufS,1,0.29294000000000003,1.0,0.689958,d3
yeaB,1,0.293,1.0,0.689958,d3
yjfM,2,0.10259000000000001,0.9763299999999999,0.909694,d3
ssaT,1,0.31947,1.0,0.689958,d3
SL1344_0336,1,0.25759,1.0,0.689958,d3
sseJ,3,0.28833000000000003,1.0,0.798718,d3
FQ312003.1:2384153,1,0.31754,1.0,0.689958,d3
ycjX,1,0.29114,1.0,0.689958,d3
basR,1,0.37071,1.0,0.689958,d3
katG,2,0.17151,0.9763299999999999,0.851725,d3
IsrA,1,0.3668,1.0,2.3e-05,d3
sseK1,2,0.10017000000000001,0.9763299999999999,0.909694,d3
oppA,1,0.32756,1.0,2.3e-05,d3
FQ312003.1:2112955,1,0.31523,1.0,2.3e-05,d3
spaP,4,0.23613,1.0,2.3e-05,d3
stjB,1,0.36766,1.0,2.3e-05,d3
SL1344_1048,1,0.32148000000000004,1.0,2.3e-05,d3
ssaC,3,0.23228000000000001,1.0,2.3e-05,d3
ssaV,2,0.46097,0.9763299999999999,2.3e-05,d3
allC,1,0.28283,1.0,2.3e-05,d3
FQ312003.1:1366717,1,0.34435,1.0,2.3e-05,d3
phoP,1,0.28355,1.0,2.3e-05,d3
gcd,2,0.27044,0.9763299999999999,2.3e-05,d3
araH,3,0.10707,1.0,0.798718,d3
FQ312003.1:1118644,1,0.32177,1.0,2.3e-05,d3
SL1344_4136,1,0.39143,1.0,2.3e-05,d3
yeaJ,2,0.33441,0.9763299999999999,2.3e-05,d3
SL1344_1845,1,0.29803,1.0,2.3e-05,d3
kdpE,1,0.36495,1.0,2.3e-05,d3
FQ312003.1:1798516,1,0.31134,1.0,2.3e-05,d3
FQ312003.1:2978402,1,0.3877,1.0,2.3e-05,d3
mig-14,1,0.29062,1.0,2.3e-05,d3
SL1344_2313,1,0.33896,1.0,2.3e-05,d3
ytfG,1,0.46288999999999997,1.0,2.3e-05,d3
SL1344_1550,3,0.26118,1.0,2.3e-05,d3
ybbY,1,0.40591,1.0,2.3e-05,d3
gtgE,2,0.23501,0.9763299999999999,0.798718,d3
SL1344_2966,3,0.21091999999999997,1.0,2.3e-05,d3
ptr,1,0.39955,1.0,2.3e-05,d3
FQ312003.1:590790,1,0.3773,1.0,2.3e-05,d3
FQ312003.1:1272494,1,0.31436,1.0,2.3e-05,d3
SL1344_0940,4,0.28204,1.0,2.3e-05,d3
tctD,1,0.38359,1.0,2.3e-05,d3
SL1344_1958,1,0.42208999999999997,1.0,2.3e-05,d3
SL1344_1597,1,0.34764,1.0,2.3e-05,d3
safA,2,0.13929,0.9763299999999999,0.909694,d3
SL1344_0814,3,0.24235,1.0,0.798718,d3
wcaD,1,0.36255,1.0,2.3e-05,d3
FQ312003.1:1541974,2,0.20206,0.9763299999999999,2.3e-05,d3
FQ312003.1:2618520,1,0.31599,1.0,2.3e-05,d3
gpD,1,0.47335,1.0,2.3e-05,d3
yibK,1,0.45166999999999996,1.0,2.3e-05,d3
FQ312003.1:1284125,1,0.34774,1.0,2.3e-05,d3
FQ312003.1:2111518,1,0.42051000000000005,1.0,2.3e-05,d3
ygcY,1,0.40794,1.0,2.3e-05,d3
sopB,2,0.1405,0.9763299999999999,0.909694,d3
gogB,2,0.13577999999999998,0.9763299999999999,0.909694,d3
SL1344_4355,4,0.24533000000000002,1.0,2.3e-05,d3
dinI,1,0.37289,1.0,2.3e-05,d3
csgF,1,0.39921999999999996,1.0,2.3e-05,d3
mppA,1,0.40434000000000003,1.0,2.3e-05,d3
SL1344_0432,1,0.46568000000000004,1.0,2.3e-05,d3
pagO,1,0.39738,1.0,2.3e-05,d3
pspE,1,0.37315,1.0,2.3e-05,d3
FQ312003.1:1517035,1,0.3879,1.0,2.3e-05,d3
SL1344_0832,2,0.30491999999999997,0.9763299999999999,2.3e-05,d3
ybhQ,1,0.3878,1.0,2.3e-05,d3
