Name,number_of_barcodes,LFC,neg_selection_fdr,pos_selection_fdr,contrast
gtrAb,4,0.27671999999999997,1.0,9e-06,d2
rfc,1,0.43491,1.0,9e-06,d2
argG,1,0.42844,1.0,9e-06,d2
yihR,1,0.45736000000000004,1.0,9e-06,d2
SL1344_3750,3,0.12245999999999999,1.0,9e-06,d2
invA,6,0.11267,1.0,9e-06,d2
SL1344_4097,2,0.28421,1.0,9e-06,d2
xylB,1,0.47548999999999997,1.0,9e-06,d2
SL1344_4502,1,0.46087,1.0,9e-06,d2
tctD,1,0.45843,1.0,9e-06,d2
SL1344_3704,1,0.45118,1.0,9e-06,d2
yiaL,3,0.25356999999999996,1.0,9e-06,d2
yiaB,1,0.44128,1.0,9e-06,d2
stcB,1,0.31205,1.0,9e-06,d2
FQ312003.1:1014954,1,0.44714,1.0,9e-06,d2
ompL,6,0.38366,1.0,9e-06,d2
FQ312003.1:2111781,1,0.45703999999999995,1.0,9e-06,d2
HE654724.1:65701,1,0.53681,1.0,9e-06,d2
siiC,2,0.27610999999999997,1.0,9e-06,d2
FQ312003.1:765171,1,0.51441,1.0,9e-06,d2
SL1344_P3_0005,1,0.43333,1.0,9e-06,d2
HE654724.1:85666,1,0.56271,1.0,9e-06,d2
ccmA2,1,0.46107,1.0,9e-06,d2
trbC,2,0.30441,1.0,9e-06,d2
sseK1,2,0.39939,1.0,9e-06,d2
fepE,1,0.531,1.0,9e-06,d2
SL1344_4052,6,0.16994,1.0,9e-06,d2
SL1344_3009,2,0.41478999999999994,1.0,9e-06,d2
FQ312003.1:765326,1,0.71748,1.0,9e-06,d2
creB,1,0.55907,1.0,9e-06,d2
SL1344_3055,2,0.40809,1.0,9e-06,d2
ybdZ,1,0.77017,1.0,9e-06,d2
FQ312003.1:765189,1,0.98736,1.0,9e-06,d2
garD,3,0.31664000000000003,1.0,9e-06,d2
SL1344_3635,2,0.39363000000000004,1.0,9e-06,d2
SL1344_4432,6,0.17852,1.0,9e-06,d2
glpA,1,0.96139,1.0,9e-06,d2
trmA,2,0.48173999999999995,1.0,9e-06,d2
SL1344_3747,2,0.54856,1.0,9e-06,d2
FQ312003.1:3321064,2,0.36411,1.0,9e-06,d2
glnA,1,1.7452,1.0,9e-06,d2
glpT,1,2.9926,1.0,9e-06,d2
SL1344_3663,5,0.39875,1.0,9e-06,d2
FQ312003.1:4330264,2,0.5100100000000001,1.0,9e-06,d2
ybbN,1,0.79964,1.0,9e-06,d2
adiY,2,0.6671600000000001,1.0,9e-06,d2
SL1344_3513,4,0.41431,1.0,9e-06,d2
speF,3,1.185,1.0,9e-06,d2
mobA,7,-2.0938,4e-05,1.0,d3
rfaB,4,-2.7914,4e-05,1.0,d3
rfaG,2,-8.9915,4e-05,1.0,d3
FQ312003.1:4202047,2,-7.5377,4e-05,1.0,d3
rfaI,2,-6.6387,4e-05,1.0,d3
SL1344_4468,5,-0.53108,0.032237,1.0,d3
rfaP,2,-6.4169,4e-05,1.0,d3
traY,7,-0.11263,0.057742999999999996,2.3e-05,d3
rfbH,2,-4.0185,4e-05,1.0,d3
rfaL,2,-3.3207,4e-05,1.0,d3
rfbP,2,-3.6011,4e-05,1.0,d3
yneB,3,-1.3827,4e-05,1.0,d3
strB,5,-0.8170000000000001,0.032237,2.3e-05,d3
cpsB2,2,-2.5157,4e-05,1.0,d3
pilT,5,-0.34515999999999997,0.032237,1.0,d3
SL1344_3112,5,-0.37409000000000003,0.032237,1.0,d3
rfaC,1,-3.7461,4e-05,1.0,d3
SL1344_4397,3,-0.9035299999999999,4e-05,1.0,d3
gor,2,-2.0652,4e-05,1.0,d3
SL1344_3500,1,-7.7944,4e-05,1.0,d3
pilL,3,-0.63012,0.291639,1.0,d3
yafB,3,-0.36780999999999997,0.291639,1.0,d3
SL1344_3746,4,-0.077414,0.098051,1.0,d3
HE654725.1:43463,2,-0.9029799999999999,4e-05,1.0,d3
ptsI,1,-6.0392,4e-05,1.0,d3
SL1344_P1_0036,3,-0.50656,0.291639,1.0,d3
exc,2,-0.73864,4e-05,1.0,d3
rfaF,1,-4.4483,4e-05,1.0,d3
spvB,2,-0.69944,4e-05,1.0,d3
pepA,1,-4.0624,4e-05,1.0,d3
SL1344_3748,6,-0.20144,0.797905,2.3e-05,d3
prgH,1,-4.4042,4e-05,1.0,d3
spvR,3,-0.44816000000000006,0.291639,1.0,d3
xerD,1,-4.8631,4e-05,1.0,d3
SL1344_4017,1,-4.1822,4e-05,1.0,d3
pilR,2,-0.47162,4e-05,1.0,d3
pilU,5,-0.20995,0.48613100000000004,1.0,d3
aroA,1,-4.4533,4e-05,1.0,d3
rfbV,1,-3.7523,4e-05,1.0,d3
hypD,1,-3.7056,4e-05,1.0,d3
sopD,6,-0.074339,0.833205,1.0,d3
siiE,27,-0.16802999999999998,0.9629639999999999,2.3e-05,d3
hflK,2,-0.86611,0.22859899999999997,1.0,d3
aph(3'')-Ib,1,-3.3614,4e-05,1.0,d3
pgi,1,-3.551,4e-05,1.0,d3
traA,3,-0.81363,0.291639,1.0,d3
cib,4,-0.25040999999999997,0.833205,2.3e-05,d3
rfbD,1,-2.8318,4e-05,1.0,d3
FQ312003.1:2438813,1,-3.0124,4e-05,1.0,d3
ychF,1,-3.721,4e-05,1.0,d3
rfaQ,1,-2.9011,4e-05,1.0,d3
yebC,1,-3.5458,4e-05,1.0,d3
SL1344_P3_0006,1,-2.6229,4e-05,1.0,d3
rfbX,1,-3.6298,4e-05,1.0,d3
cpxA,1,-2.5801,4e-05,1.0,d3
uvrD,1,-2.6729,4e-05,1.0,d3
icdA,1,-1.4742,4e-05,1.0,d3
SL1344_3128,3,-0.099642,0.833205,1.0,d3
traH,4,-0.33618000000000003,0.833205,1.0,d3
tdcD,2,-0.34741,0.797905,1.0,d3
FQ312003.1:4173783,1,-2.0214,4e-05,1.0,d3
dcuB,1,-3.2395,4e-05,1.0,d3
yagA,4,-0.56194,0.833205,1.0,d3
dcuS,2,-0.7446,0.797905,1.0,d3
rfbI,1,-2.4245,4e-05,1.0,d3
moaB,1,-2.8,4e-05,1.0,d3
yjfQ,1,-1.8381,4e-05,1.0,d3
yhhQ,2,-0.43532,0.797905,1.0,d3
FQ312003.1:3041449,1,-2.085,4e-05,1.0,d3
yjgF,1,-1.6484,4e-05,1.0,d3
rfbA,1,-2.8116,4e-05,1.0,d3
siiB,2,-0.34201,0.797905,1.0,d3
rffA,1,-1.5548,4e-05,1.0,d3
repA,1,-2.0508,4e-05,1.0,d3
SL1344_4151,2,-0.42226,0.797905,1.0,d3
phoB,1,-1.3486,4e-05,1.0,d3
rbsR,1,-1.3805,4e-05,1.0,d3
yafA,2,-0.38128,0.797905,1.0,d3
orgB,1,-1.405,4e-05,1.0,d3
relA,1,-1.0287,4e-05,1.0,d3
emrD,1,-1.2961,4e-05,1.0,d3
fucA,1,-1.2195,4e-05,1.0,d3
rfaY,1,-1.2377,4e-05,1.0,d3
SL1344_4394,1,-1.0622,4e-05,1.0,d3
HE654724.1:33819,1,-1.254,4e-05,1.0,d3
HE654725.1:12137,1,-1.045,4e-05,1.0,d3
yeiH,1,-1.1379,4e-05,1.0,d3
SL1344_3499,1,-1.3225,4e-05,1.0,d3
stcC,4,-0.31434,0.833205,1.0,d3
yjcC,2,-0.6581899999999999,0.797905,1.0,d3
HE654724.1:76100,1,-1.0364,4e-05,1.0,d3
lysC,1,-0.8251,4e-05,1.0,d3
yggX,1,-0.75718,4e-05,1.0,d3
selB,1,-0.94762,4e-05,1.0,d3
SL1344_4467,1,-1.1461,4e-05,1.0,d3
SL1344_4239,1,-0.74738,4e-05,1.0,d3
HE654724.1:61100,1,-0.8678600000000001,4e-05,1.0,d3
HE654724.1:77636,1,-0.81839,4e-05,1.0,d3
HE654725.1:82874,1,-0.54595,4e-05,1.0,d3
FQ312003.1:4559895,1,-0.54577,4e-05,1.0,d3
SL1344_3092,3,-0.15278,0.833205,1.0,d3
yihX,2,-0.22341,0.797905,1.0,d3
yicL,5,-0.26027,0.833205,0.877799,d3
FQ312003.1:292228,1,-1.115,4e-05,1.0,d3
HE654724.1:74212,1,-0.96221,4e-05,1.0,d3
yafD,1,-0.8897700000000001,4e-05,1.0,d3
traB,2,-0.27504,0.797905,1.0,d3
gpsA,1,-1.4486,4e-05,1.0,d3
glgB,1,-0.52177,4e-05,1.0,d3
HE654724.1:66758,1,-0.696,4e-05,1.0,d3
HE654724.1:34695,1,-0.62958,4e-05,1.0,d3
traU,2,-0.083142,0.797905,1.0,d3
glgP,1,-0.58781,4e-05,1.0,d3
SL1344_2881,1,-0.82714,4e-05,1.0,d3
pilO,3,-0.13136,0.833205,1.0,d3
slyD,1,-0.56405,4e-05,1.0,d3
artI,1,-0.87951,4e-05,1.0,d3
radC,1,-0.46866,4e-05,1.0,d3
traT,4,-0.16660999999999998,0.833205,0.8207700000000001,d3
sbp,1,-0.47525,4e-05,1.0,d3
ssb,1,-0.53746,4e-05,1.0,d3
SL1344_3227,3,-0.31105,0.833205,1.0,d3
gcvP,1,-0.5019399999999999,4e-05,1.0,d3
shfC,1,-0.7590600000000001,4e-05,1.0,d3
SL1344_1567,4,0.12269000000000001,0.833205,2.3e-05,d3
pilK,1,-0.86454,4e-05,1.0,d3
alr-b,1,-0.9934,4e-05,1.0,d3
proV,1,-0.63194,4e-05,1.0,d3
HE654725.1:43038,1,-0.33341,4e-05,1.0,d3
traQ,1,-0.73436,4e-05,1.0,d3
HE654724.1:66661,1,-0.74044,4e-05,1.0,d3
spvC,1,-0.71543,4e-05,1.0,d3
yaiU,3,-0.12295999999999999,0.833205,1.0,d3
avtA,1,-0.5829,4e-05,1.0,d3
nrfD,1,-0.6484800000000001,4e-05,1.0,d3
HE654724.1:33055,1,-0.31805,4e-05,1.0,d3
FQ312003.1:4820164,1,-0.84573,4e-05,1.0,d3
SL1344_4146,2,-0.14148,0.833205,0.909694,d3
HE654725.1:12122,1,-0.63345,4e-05,1.0,d3
FQ312003.1:4731738,1,-0.62367,4e-05,1.0,d3
tdcE,3,-0.09644,0.833205,1.0,d3
pefA,1,-0.8595799999999999,4e-05,1.0,d3
traW,1,-1.3976,4e-05,1.0,d3
yebA,1,-0.53952,4e-05,1.0,d3
SL1344_P1_0023,1,-0.5710000000000001,4e-05,1.0,d3
SL1344_2738,2,-0.23399999999999999,0.833205,0.909694,d3
typA,1,-0.67583,4e-05,1.0,d3
proA,2,-0.73436,0.833205,0.909694,d3
aroF,2,-0.26084,0.833205,0.909694,d3
HE654724.1:61307,1,-0.64277,4e-05,1.0,d3
yabN,1,-0.49515,4e-05,1.0,d3
HE654724.1:33037,1,-0.29109,4e-05,1.0,d3
traF,5,-0.36601,0.833205,1.0,d3
pilQ,2,-0.20153,0.833205,0.909694,d3
siiF,2,-0.23925,0.833205,0.909694,d3
nsrR,1,-0.93706,4e-05,1.0,d3
FQ312003.1:3657737,1,-0.55986,4e-05,1.0,d3
feoB,1,-0.29167,4e-05,1.0,d3
SL1344_3099,2,-0.2127,0.833205,0.909694,d3
FQ312003.1:4041324,1,-0.8618600000000001,4e-05,1.0,d3
HE654724.1:34661,1,-1.38,4e-05,1.0,d3
SL1344_3224,1,-0.42641999999999997,4e-05,1.0,d3
tdcC,1,-0.54099,4e-05,1.0,d3
iolG1,2,-0.074776,0.833205,0.909694,d3
SL1344_3896,1,-0.43503000000000003,4e-05,1.0,d3
yiaN,1,-0.50771,4e-05,1.0,d3
acrB,1,-0.50159,4e-05,1.0,d3
dcuR,1,-0.51067,4e-05,1.0,d3
SL1344_3230,1,-0.38511999999999996,4e-05,1.0,d3
SL1344_3958,1,-0.23768000000000003,4e-05,1.0,d3
HE654725.1:43729,1,-0.15659,4e-05,1.0,d3
FQ312003.1:3974663,1,-0.2822,0.833205,1.0,d3
SL1344_1600,3,-0.27386,0.833205,1.0,d3
FQ312003.1:3543590,1,-0.40047,0.833205,1.0,d3
SL1344_3812,3,-0.24938000000000002,0.833205,2.3e-05,d3
ybbM,2,-0.14165,0.833205,0.909694,d3
rffD,1,-0.46881999999999996,0.833205,1.0,d3
rfaZ,1,-0.5092800000000001,0.833205,1.0,d3
sanA,1,-0.9357200000000001,0.833205,0.877799,d3
HE654724.1:9897,1,-0.24631,0.833205,0.877799,d3
FQ312003.1:3969957,1,-1.3159999999999998,0.833205,0.877799,d3
traR,1,-0.39185,0.833205,0.877799,d3
sciK,1,-0.43991,0.833205,0.877799,d3
HE654724.1:33869,1,-0.31772,0.833205,0.877799,d3
HE654724.1:80480,1,-0.33475,0.833205,0.877799,d3
SL1344_0544,1,-0.56812,0.833205,0.877799,d3
traV,3,-0.1012,0.833205,1.0,d3
HE654724.1:75008,1,-0.42061000000000004,0.833205,0.877799,d3
SL1344_3745,1,-0.026044,0.833205,0.877799,d3
traN,1,-0.53341,0.833205,0.877799,d3
yidA,1,-0.25289,0.833205,0.877799,d3
FQ312003.1:4110870,1,-0.43754,0.833205,0.877799,d3
yigN,1,-0.36202,0.833205,0.877799,d3
FQ312003.1:4102120,1,-0.36661,0.833205,0.877799,d3
FQ312003.1:230599,1,-0.17413,0.833205,0.877799,d3
traL,1,-0.52605,0.833205,0.877799,d3
shfB,1,-0.043802999999999995,0.833205,0.877799,d3
FQ312003.1:336749,1,-0.20224,0.833205,0.877799,d3
gcvT,1,-0.5010899999999999,0.833205,0.877799,d3
pipB2,5,-0.085507,0.9629639999999999,1.0,d3
rlgA2,1,-0.45563000000000003,0.833205,0.877799,d3
HE654725.1:4839,1,-0.25668,0.833205,0.877799,d3
gip,1,-0.55504,0.833205,0.877799,d3
SL1344_3564,2,-0.23171,0.833205,0.909694,d3
SL1344_3751,1,-0.28874,0.833205,0.877799,d3
FQ312003.1:4336895,1,-0.46834,0.833205,0.877799,d3
fidL,1,-0.53388,0.833205,0.877799,d3
SL1344_2220,1,-0.361,0.833205,0.877799,d3
HE654724.1:76200,1,-0.21272,0.833205,0.877799,d3
pldA,1,-0.30661,0.833205,0.877799,d3
sthA,4,-0.17765,0.833205,1.0,d3
FQ312003.1:362022,1,-0.19049000000000002,0.833205,0.877799,d3
tdcA,1,-0.40479,0.833205,0.877799,d3
FQ312003.1:341165,1,-0.16585,0.833205,0.877799,d3
lpfA,1,-0.29771,0.833205,0.877799,d3
SL1344_2698,5,-0.12667,0.9629639999999999,1.0,d3
SL1344_3427,1,-0.29249,0.833205,0.877799,d3
FQ312003.1:350139,1,-0.23686,0.833205,0.877799,d3
comD,1,-0.84401,0.833205,0.877799,d3
yhdV,1,-0.25827,0.833205,0.877799,d3
FQ312003.1:3536157,1,-0.60843,0.833205,0.877799,d3
apt,1,-0.63327,0.833205,0.877799,d3
SL1344_3799,11,0.11422,1.0,1.0,d3
sthB,2,-0.03482,0.833205,0.909694,d3
phoN,1,-0.59228,0.833205,0.877799,d3
dsdC,1,-0.50392,0.833205,0.877799,d3
yceG,1,-0.57881,0.833205,0.877799,d3
SL1344_0273,1,-0.37161,0.833205,0.877799,d3
spvD,2,-0.16007000000000002,0.833205,0.909694,d3
SL1344_0739,2,-0.34826,0.833205,0.909694,d3
FQ312003.1:3914007,1,-0.049688,0.833205,0.877799,d3
HE654725.1:67895,1,-0.34292,0.833205,0.877799,d3
SL1344_0846,1,-0.45333999999999997,0.833205,0.877799,d3
yihO,3,-0.045631,0.833205,1.0,d3
fucI,1,-0.42813,0.833205,0.877799,d3
FQ312003.1:377926,1,-0.24898,0.833205,0.877799,d3
FQ312003.1:3980328,1,-0.30967,0.833205,0.877799,d3
SL1344_2209,2,-0.05632,0.833205,0.909694,d3
gshB,1,-1.3467,0.833205,0.877799,d3
yhjA,5,-0.40454,0.9629639999999999,2.3e-05,d3
FQ312003.1:2336876,1,-0.43843999999999994,0.833205,0.877799,d3
yjeK,1,-0.20252,0.833205,0.877799,d3
xapB,2,-0.42541999999999996,0.833205,0.909694,d3
HE654724.1:65682,1,-0.15081,0.833205,0.877799,d3
FQ312003.1:4247195,1,-0.009734999999999999,0.833205,0.877799,d3
hycG,2,-0.045682,0.833205,0.909694,d3
FQ312003.1:4687551,1,-0.34047,0.833205,0.877799,d3
SL1344_0019,2,-0.24620999999999998,0.833205,0.909694,d3
sogL,1,-0.13069,0.833205,0.877799,d3
SL1344_P1_0058,1,-0.06416000000000001,0.833205,0.877799,d3
pilS,3,-0.08394299999999999,0.833205,0.909694,d3
siiC,2,-0.060360000000000004,0.833205,0.909694,d3
FQ312003.1:3901356,1,-0.35543,0.833205,0.877799,d3
SL1344_0741,1,-0.72907,0.833205,0.877799,d3
rmbA,3,-0.021026,0.833205,1.0,d3
FQ312003.1:4810501,1,-0.38668,0.833205,0.877799,d3
SL1344_0034,1,-0.21675999999999998,0.833205,0.877799,d3
rhlB,1,-0.62229,0.833205,0.877799,d3
SL1344_4047,7,-0.0090746,0.9629639999999999,1.0,d3
traD,1,-0.2345,0.833205,0.877799,d3
SL1344_0032,1,-0.096795,0.833205,0.877799,d3
siiD,3,-0.28331999999999996,0.833205,1.0,d3
SL1344_3702,1,-0.21122,0.833205,0.877799,d3
yffH,1,-0.27178,0.833205,0.877799,d3
FQ312003.1:3109025,2,-0.33639,0.833205,0.909694,d3
sgaB,1,-0.40043,0.833205,0.877799,d3
rfc,1,-0.2838,0.833205,0.877799,d3
SL1344_4137,1,-0.12032000000000001,0.833205,0.877799,d3
SL1344_2935,2,-0.19292,0.833205,0.909694,d3
SL1344_4346,1,-0.43641,0.833205,0.877799,d3
mgtC,5,-0.022974,0.9629639999999999,1.0,d3
FQ312003.1:4283480,1,-0.31805,0.833205,0.877799,d3
HE654724.1:62694,1,-0.36236,0.833205,0.877799,d3
FQ312003.1:135857,1,-0.33973000000000003,0.833205,0.877799,d3
STnc1470,1,-0.28063,0.833205,0.877799,d3
yhjR,1,-0.27514,0.833205,0.877799,d3
allD,1,-0.18369000000000002,0.833205,0.877799,d3
SL1344_3934,4,0.0023974,0.833205,0.8207700000000001,d3
FQ312003.1:3439090,1,-0.1326,0.833205,0.877799,d3
SL1344_4248,1,-0.058901999999999996,0.833205,0.877799,d3
yehU,1,-0.53433,0.833205,0.877799,d3
mgtR,1,-0.06550700000000001,0.833205,0.877799,d3
sadA,1,-0.30395,0.833205,0.877799,d3
FQ312003.1:2928432,2,-0.26016,0.833205,0.909694,d3
FQ312003.1:134279,1,-0.29235,0.833205,0.877799,d3
ychM,2,-0.7051,0.833205,0.909694,d3
FQ312003.1:3657249,1,-0.35896,0.833205,0.877799,d3
SL1344_1713,2,-0.021883,0.944458,0.909694,d3
fhuA,1,-0.46271999999999996,0.833205,0.877799,d3
yjdB,3,0.16429000000000002,0.833205,0.798718,d3
SL1344_4434,2,-0.3057,0.944458,0.909694,d3
FQ312003.1:981571,1,-0.06325800000000001,0.833205,0.877799,d3
SL1344_0043,4,-0.040362,0.833205,0.971685,d3
SL1344_3229,1,-0.37809,0.833205,0.877799,d3
FQ312003.1:340985,1,-0.42893000000000003,0.833205,0.877799,d3
dcoC,1,-0.079853,0.833205,0.877799,d3
yaeE,1,-0.57745,0.833205,0.877799,d3
FQ312003.1:4522572,1,-0.10712,0.833205,0.877799,d3
mgtB,3,-0.12985,0.833205,1.0,d3
SL1344_3096,1,-0.26492,0.833205,0.877799,d3
FQ312003.1:3304398,1,-0.22088000000000002,0.833205,0.877799,d3
SL1344_3920,1,-0.028779000000000002,0.833205,0.877799,d3
HE654724.1:79496,1,-0.4008,0.833205,0.877799,d3
pilV,3,-0.07798300000000001,0.833205,1.0,d3
nhaA,1,-0.58685,0.833205,0.877799,d3
xylA,1,-0.33682,0.833205,0.877799,d3
FQ312003.1:4217304,1,-0.007553399999999999,0.833205,0.877799,d3
FQ312003.1:116344,1,-0.20486999999999997,0.833205,0.877799,d3
STnc440,1,-0.14104,0.833205,0.877799,d3
FQ312003.1:370710,1,-0.27365,0.833205,0.877799,d3
yibD,4,-0.11199999999999999,0.833205,2.3e-05,d3
rimI,1,-0.59778,0.833205,0.877799,d3
SL1344_3228,1,-0.20264000000000001,0.833205,0.877799,d3
FQ312003.1:189442,1,-0.28209,0.833205,0.877799,d3
yibL,1,-0.24538000000000001,0.833205,0.877799,d3
nrdE,1,-0.25276,0.833205,0.877799,d3
HE654725.1:85869,1,-0.12437999999999999,0.833205,0.877799,d3
SL1344_3514,6,-0.062176999999999996,0.98603,2.3e-05,d3
HE654725.1:67891,1,-0.12797999999999998,0.833205,0.877799,d3
SL1344_3750,3,-0.21696,0.833205,1.0,d3
mltC,1,-0.069457,0.833205,0.877799,d3
SL1344_3987,1,-0.024887,0.833205,0.877799,d3
ygiR,1,-0.20976999999999998,0.833205,0.877799,d3
SL1344_4501,1,-0.13840999999999998,0.833205,0.798718,d3
yedE,1,-0.41402,0.833205,0.798718,d3
FQ312003.1:3312368,1,-0.38603000000000004,0.833205,0.798718,d3
traG,2,-0.35938000000000003,0.944458,0.909694,d3
SL1344_4131,1,-0.20538,0.833205,0.798718,d3
sseBa,1,-0.54911,0.833205,0.798718,d3
fhuB,1,-0.17598,0.833205,0.798718,d3
smpA,1,-0.31592,0.833205,0.798718,d3
FQ312003.1:3970238,1,-0.12424,0.833205,0.798718,d3
FQ312003.1:134318,1,-0.23168000000000002,0.833205,0.798718,d3
slsA,1,-0.05424299999999999,0.833205,0.798718,d3
symE,1,-0.10554000000000001,0.833205,0.798718,d3
SL1344_0020,1,-0.13902,0.833205,0.798718,d3
ytgA,3,-0.38459,0.833205,1.0,d3
SL1344_2702,1,-0.10152,0.833205,0.798718,d3
msrA,1,-0.17357999999999998,0.833205,0.798718,d3
yjjU,1,-0.12988,0.833205,0.798718,d3
fruA,1,-0.13527999999999998,0.833205,0.798718,d3
yjeM,1,-0.14114000000000002,0.833205,0.798718,d3
sipC,4,0.083202,0.833205,2.3e-05,d3
flgA,1,-0.31282,0.833205,0.798718,d3
yrbD,1,-0.38215,0.833205,0.798718,d3
SL1344_0035,1,-0.2619,0.833205,0.798718,d3
yhfL,3,-0.094211,0.833205,0.798718,d3
traJ,3,0.36689,0.833205,2.3e-05,d3
SL1344_0861,1,-0.22066,0.833205,0.798718,d3
yjcB,1,-0.11275999999999999,0.833205,0.798718,d3
FQ312003.1:2223537,1,-0.23609000000000002,0.833205,0.798718,d3
pilP,5,0.081442,0.9629639999999999,2.3e-05,d3
FQ312003.1:617665,1,-0.2481,0.833205,0.798718,d3
dpaL,1,-0.25217,0.833205,0.798718,d3
ybgJ,1,-0.23418000000000003,0.833205,0.798718,d3
dppD,1,-0.33701,0.833205,0.798718,d3
FQ312003.1:3916259,1,-0.2778,0.833205,0.798718,d3
ygiW,1,-0.15344000000000002,0.833205,0.798718,d3
mutY,1,-0.072689,0.833205,0.798718,d3
sciF,1,-0.37939,0.833205,0.798718,d3
SL1344_3717,1,-0.28642,0.833205,0.798718,d3
FQ312003.1:1351710,1,-0.47833000000000003,0.833205,0.798718,d3
garL,1,-0.064439,0.833205,0.798718,d3
cysG,1,-0.19222999999999998,0.833205,0.798718,d3
SL1344_3566,1,-0.5282600000000001,0.833205,0.798718,d3
ygaF,1,-0.28235,0.833205,0.798718,d3
prpR,1,-0.0063858000000000005,0.833205,0.798718,d3
yhjV,6,-0.1552,0.98603,0.877799,d3
polB,1,-0.10272,0.833205,0.798718,d3
FQ312003.1:4599002,1,-0.16419,0.833205,0.798718,d3
FQ312003.1:390460,1,-0.15617,0.833205,0.798718,d3
FQ312003.1:347893,2,-0.088049,0.944458,2.3e-05,d3
sopE,1,-0.4595,0.833205,0.798718,d3
FQ312003.1:4585630,1,-0.021939,0.833205,0.798718,d3
FQ312003.1:4457468,1,-0.021711,0.833205,0.798718,d3
dcoA,1,-0.26066,0.833205,0.798718,d3
FQ312003.1:4336920,1,-0.060551,0.833205,0.798718,d3
FQ312003.1:2619355,1,-0.31321,0.833205,0.798718,d3
lpfC,1,-0.48243,0.833205,0.798718,d3
FQ312003.1:2594732,1,-0.18392,0.833205,0.798718,d3
FQ312003.1:866073,1,-0.10278,0.833205,0.798718,d3
HE654725.1:43580,1,-0.28831999999999997,0.833205,0.798718,d3
yliJ,1,-0.22465,0.833205,0.798718,d3
SL1344_4052,6,-0.16694,0.98603,2.3e-05,d3
trbA,1,-0.033163,0.833205,0.798718,d3
FQ312003.1:1316994,1,-0.2598,0.833205,0.798718,d3
glpG,2,0.0058916,0.944458,2.3e-05,d3
SL1344_3515,1,-0.12557000000000001,0.833205,0.798718,d3
SL1344_3098,1,-0.16335999999999998,0.833205,0.798718,d3
FQ312003.1:337052,1,-0.097678,0.833205,0.798718,d3
srgA,1,-0.055164,0.833205,0.798718,d3
traP,2,-0.094667,0.944458,0.909694,d3
iolT1,1,-0.016961,0.833205,0.798718,d3
FQ312003.1:3349229,1,-0.054917999999999995,0.833205,0.798718,d3
marT,1,-0.096204,0.833205,0.798718,d3
stbA,1,-0.12187,0.833205,0.798718,d3
SL1344_2741,1,-0.13932,0.833205,0.798718,d3
HE654725.1:65967,1,-0.007906999999999999,0.833205,0.798718,d3
prlC,1,-0.18592999999999998,0.833205,0.798718,d3
SL1344_3959,2,-0.059394,0.944458,0.851725,d3
SL1344_2536,1,-0.11755,0.833205,0.798718,d3
SL1344_0704,1,-0.10805999999999999,0.833205,0.798718,d3
sciK1,1,-0.0102,0.833205,0.798718,d3
FQ312003.1:4272877,1,-0.093942,0.833205,0.798718,d3
yeeX,1,-0.50011,0.833205,0.798718,d3
FQ312003.1:4330546,1,-0.14567,0.833205,0.798718,d3
acrE,1,-0.21850999999999998,0.833205,0.798718,d3
SL1344_2715,1,-0.4092,0.833205,0.798718,d3
FQ312003.1:2949121,1,-0.05856,0.833205,0.798718,d3
FQ312003.1:230634,1,-0.25194,0.833205,0.798718,d3
iroN,1,-0.043094,0.833205,0.798718,d3
yhjY,3,-0.10063,0.9763299999999999,1.0,d3
FQ312003.1:428322,1,-0.090702,0.833205,0.798718,d3
SL1344_3655,2,0.029706,0.944458,0.798718,d3
FQ312003.1:2905463,1,-0.077574,0.833205,0.798718,d3
mod,1,-0.25676,0.833205,0.798718,d3
FQ312003.1:2113176,1,-0.10687,0.833205,0.798718,d3
SL1344_0599,1,-0.15754,0.833205,0.798718,d3
yiaM,1,-0.5050899999999999,0.833205,0.798718,d3
FQ312003.1:3067682,1,-0.14562,0.833205,0.798718,d3
yjfL,3,-0.15123,0.9763299999999999,1.0,d3
vgrS,1,-0.032507,0.833205,0.798718,d3
FQ312003.1:3262473,1,-0.022118000000000002,0.833205,0.798718,d3
ygjT,1,-0.16296,0.833205,0.798718,d3
FQ312003.1:116262,1,-0.25916999999999996,0.833205,0.798718,d3
SL1344_3056,1,-0.020955,0.833205,0.798718,d3
SL1344_3263,1,-0.12772,0.833205,0.798718,d3
SL1344_3107,1,-0.09844299999999999,0.833205,0.798718,d3
FQ312003.1:209286,1,-0.17983,0.833205,0.798718,d3
stiC,1,-0.10025,0.833205,0.798718,d3
FQ312003.1:116226,1,-0.059625,0.833205,0.798718,d3
FQ312003.1:1290383,1,-0.2129,0.833205,0.798718,d3
FQ312003.1:2953510,1,-0.14492,0.833205,0.798718,d3
FQ312003.1:1327890,1,-0.27166,0.833205,0.798718,d3
SL1344_3144,1,-0.062258,0.833205,0.798718,d3
SL1344_0502,1,-0.026621,0.833205,0.798718,d3
FQ312003.1:389818,1,-0.33714,0.833205,0.798718,d3
SL1344_4523,1,-0.085101,0.833205,0.798718,d3
SL1344_2152,1,-0.082324,0.833205,0.798718,d3
FQ312003.1:783815,1,-0.0098433,0.833205,0.798718,d3
yggB,1,-0.055374,0.833205,0.798718,d3
btuB,1,-0.23221,0.833205,0.798718,d3
SL1344_0982,1,-0.24315,0.833205,0.798718,d3
FQ312003.1:3737826,1,-0.06443099999999999,0.833205,0.798718,d3
SL1344_2599,1,-0.039277,0.833205,0.798718,d3
